Number of elements 912
     0 : -6.4267023e-04 -1.9520161e-03  1.2148898e-03
     1 : -6.7374744e-04 -2.5068084e-03 -3.4622215e-02
     2 : -4.2458133e-03 -6.8924326e-04  9.3922270e-03
     3 :  8.4406782e-04  1.8773233e-03  3.9664552e-02
     4 : -1.0962414e-03  1.5897122e-04 -4.5401791e-04
     5 :  1.8399855e-03 -1.4672915e-02  1.2701345e-02
     6 :  3.2826811e-08 -1.0176975e-07 -5.0320676e-08
     7 : -1.1964450e+00 -1.0036641e-01 -1.2977837e-01
     8 :  1.7349450e-03  3.3573220e-03 -1.3906642e-03
     9 : -2.1193762e-07  6.9813355e-07  8.0901716e-07
    10 : -2.9596228e-03 -2.0970307e-03 -1.6932920e-03
    11 :  4.1118721e-08 -6.1012344e-08  6.9206593e-10
    12 :  6.0956061e-03  3.6518098e-01 -3.7762467e-01
    13 : -5.4380544e-03  1.3325438e-03 -4.9642351e-03
    14 :  6.7927354e-03 -1.0084209e-02  7.9238214e-03
    15 : -9.3744112e-04 -2.3822278e-03 -4.7119346e-03
    16 : -8.3128679e-09  1.3943483e-08  1.9008753e-08
    17 :  1.0239168e-04  1.1111548e-04  2.3797236e-04
    18 :  1.6024021e-03 -3.0623276e-03 -9.5251478e-03
    19 :  4.3261865e-10  8.4382210e-10  4.8196857e-10
    20 :  2.5007003e-04  2.0744684e-04 -2.9109852e-04
    21 : -2.1727632e-03 -6.9895473e-05 -6.8344254e-04
    22 :  1.1048227e-04 -3.5187703e-03 -5.1770266e-04
    23 : -6.9913803e-09 -6.8022390e-09 -8.0764043e-09
    24 : -6.7036849e-03  4.3294939e-03 -6.1732269e-03
    25 :  2.0829407e-10 -9.0027160e-10  3.0459043e-10
    26 :  2.9699744e-03  1.6306819e-02  5.7320231e-03
    27 :  7.2797882e-03 -1.3834276e-02 -2.0624951e-03
    28 : -5.5519759e-03 -5.3094321e-02  4.4389163e-02
    29 :  1.4521462e-03 -2.6561829e-03 -6.8567903e-04
    30 : -5.9963698e-03  7.0645993e-03 -9.3708883e-03
    31 :  6.5379101e-03 -4.1520644e-03 -1.0784617e-02
    32 : -1.1265703e-06 -6.0216846e-07  1.5532527e-06
    33 : -4.6502855e-03 -3.4780672e-03 -3.7678030e-03
    34 : -4.9676259e-11  1.5192726e-10  4.8072331e-11
    35 :  6.7282449e-03 -1.1312829e-03 -7.2238025e-03
    36 :  1.6163844e-03  1.2534939e-03  4.5657064e-03
    37 :  1.7905884e-04  5.3468418e-03  8.6732197e-04
    38 : -2.0190493e-03 -1.3110005e-03 -3.9399273e-03
    39 : -2.8146095e-03  9.0773172e-04  5.7908712e-04
    40 : -1.4142400e-02 -2.2318078e-01  2.1953230e-01
    41 :  3.8336837e-02  1.2886737e+00 -1.7786182e+00
    42 : -7.1977706e-10 -2.0307682e-09  2.2802170e-09
