Number of elements 23380
     0 :  1.8452141e-27 -4.4195461e-27  2.0909037e-27
     1 : -9.7087891e-24  6.4822055e-22 -1.4061133e-22
     2 : 2.1144969e-113 6.0324326e-113 -8.5071288e-113
     3 : -6.5038748e-69 -3.5404346e-68  2.6213056e-70
     4 : -2.1803053e-114 -2.0939335e-112 3.5930356e-112
     5 :  2.3864794e-69  1.1097859e-68 -3.3437530e-68
     6 :  4.3580829e-16 -6.8350627e-15  1.2931768e-15
     7 :  1.2940065e-29 -4.3423481e-30  5.5991267e-30
     8 : -1.1814317e-28  1.6519524e-28 -1.2325658e-29
     9 :  8.4359684e-27 -1.2569393e-26 -1.5192750e-26
    10 :  2.1193048e-04  1.2590180e-03  7.8366274e-04
    11 : -2.0293759e-24 -1.6712999e-24 -5.5392427e-25
    12 :  6.6877540e-16  1.2251397e-15 -5.8615994e-17
    13 : -3.6926423e-20  6.7861838e-21  4.5809810e-21
    14 :  2.1995631e-10  3.7749182e-10  1.1729565e-10
    15 : -1.2412170e-23  5.4906733e-24  1.2511360e-24
    16 :  3.7187208e-11  2.7343974e-11 -6.3828211e-11
    17 : -1.4119694e-24 -8.0013094e-24  2.6788587e-24
    18 :  5.7148763e-46 -4.5218198e-45  1.1527325e-45
    19 : -3.4256913e-27  3.0479619e-27 -5.6840821e-27
    20 :  9.5615435e-06 -6.9415377e-07  9.3071693e-06
    21 : -3.4411491e-17 -9.4819161e-16 -8.0774262e-15
    22 : 3.3058633e-100 2.7314161e-100 -9.1111984e-100
    23 : -9.8915593e-07  1.1223660e-06 -5.8275687e-06
    24 : -1.7600597e-79  1.8633110e-79 -2.9014119e-79
    25 :  8.2307831e-09  1.1964282e-06  1.6009924e-06
    26 :  1.2310347e-12 -9.9017756e-12 -4.9190352e-12
    27 : -6.9425678e-10 -4.8286750e-09  1.1663965e-08
    28 : -2.6590980e-03  8.8777923e-03  1.0343591e-02
    29 :  1.7955396e-20 -1.5028237e-20 -9.2070843e-21
    30 :  9.1855623e-07  1.0134940e-06  9.8909869e-07
    31 :  2.1605010e-72 -1.6990513e-72 -4.8810638e-72
    32 :  1.1445056e-17 -3.0417950e-17 -2.1901855e-17
    33 :  3.5214564e-07 -1.2857037e-07  6.0574545e-07
    34 : -7.9368774e-28  5.8009406e-28 -2.4327752e-27
    35 :  2.0618875e-08  2.2257412e-08  1.0940066e-08
    36 :  1.2664456e-26 -5.4180840e-27  5.2136845e-28
    37 : -6.8993039e-20  1.4981348e-19 -3.0091017e-19
    38 :  3.2200606e-07 -6.9669213e-07 -4.1209371e-07
    39 : -5.5579142e-14 -1.9489190e-13  4.3350490e-14
    40 :  1.8976661e-97  8.6041220e-97 -3.9209317e-97
    41 :  9.7937163e-03  3.4794385e-02  1.8309541e-02
    42 : -2.6008524e-31  1.3991273e-30 -5.7018188e-31
    43 :  1.2697412e-06  3.3141806e-06  2.6125391e-06
    44 :  3.7471983e-05  1.9900560e-04  1.2918476e-03
    45 : -1.2127846e-01 -7.5264580e-02 -1.1166048e-01
    46 :  9.2150867e-24 -1.8281876e-23 -2.1323600e-24
    47 : -2.3536227e-27  1.2159615e-26 -5.4584938e-27
    48 : -1.8485654e-14  5.0790026e-15 -6.1607190e-15
    49 : -7.3690017e-03 -4.8269630e-03 -9.9818364e-03
    50 :  3.3528115e-10 -2.8397399e-09  6.0060363e-10
    51 :  1.1325552e-26 -1.1049348e-26  1.7684908e-26
    52 : -4.0566354e-02 -3.6215663e-02 -3.6344159e-02
    53 :  2.4206747e-73 -5.4982934e-73  6.6695602e-73
    54 : -5.0035952e-32 -6.7140680e-33  2.1490852e-32
    55 :  1.8301252e-14 -7.2491267e-15  1.5081905e-14
    56 :  4.7797189e-36  8.9682039e-35 -1.9440544e-34
    57 : -5.9908668e-11 -4.9383866e-11  4.4860642e-11
    58 :  1.1530336e-06  2.6439007e-06 -3.5835071e-07
    59 : -3.1722446e-41 -2.1303511e-41  1.1207791e-41
    60 : -3.1954854e-26  1.0213256e-26  9.0166981e-26
    61 : -3.0171147e-29  1.6523463e-29 -1.4795053e-29
    62 : -2.5719651e-08 -9.3232825e-09 -1.0346834e-08
    63 : -4.4602344e-05 -9.1314666e-05 -1.4213495e-04
    64 : -1.6062458e-05  8.1983791e-06  1.7607880e-05
    65 :  1.4367615e-64 -4.7015391e-64  1.6174423e-64
    66 : -5.3183841e-27 -2.7264211e-26  5.1660903e-27
    67 : -4.2218050e-02 -2.8818840e-02 -3.5264882e-02
    68 : -3.2286306e-15  1.1215802e-15  1.3002247e-15
    69 : -1.0724001e-10 -5.3929982e-11 -3.1813862e-10
    70 :  3.6691437e-03  3.4807922e-03  1.4690019e-03
    71 : -2.4207054e-02 -2.0627658e-02 -1.8541721e-02
    72 : -9.1836813e-42  6.8478838e-42  1.9249733e-41
    73 : -1.0859088e-36  1.0400701e-36  4.0710952e-36
    74 :  1.7294067e-30  1.9499464e-30 -7.2981905e-30
    75 : -5.8288907e-11 -1.2519781e-10 -1.1968933e-10
    76 :  7.6391322e-03 -1.0521053e-03 -6.3561630e-04
    77 :  8.8281532e-28  1.6133887e-28 -4.8315274e-28
    78 : -1.4491163e-23  5.6756840e-24  2.9600028e-23
    79 :  2.8409174e-16 -6.0089382e-16 -6.9803773e-16
    80 :  9.0047961e-77  2.7008855e-77 -1.2580596e-76
    81 : -1.5450188e-15  8.6560633e-16  9.1119370e-16
    82 :  4.5271759e-29 -7.1130462e-29  9.1711080e-29
    83 : -4.4206054e-19  9.0748427e-20  6.6740573e-20
    84 : -1.5453092e-34  3.2655155e-34 -3.2623825e-34
    85 : -1.6631460e-02 -8.7080254e-04 -1.9358804e-02
