Number of elements 23380
     0 :  1.3862650e-29 -5.3976032e-29  1.1976622e-29
     1 :  6.6347338e-24  4.5227009e-25  8.0777263e-25
     2 : 8.2389298e-119 9.5069543e-118 -8.6427117e-118
     3 :  3.1112520e-71 -8.5640730e-72 -3.4473524e-71
     4 : -9.7355220e-118 -1.6636307e-117 5.9362906e-117
     5 : -1.1503550e-71  3.7152231e-72  6.3803576e-71
     6 : -6.4781044e-17  2.2521129e-16 -1.9609246e-16
     7 : -2.9528609e-32  2.0507329e-32  2.7857965e-32
     8 : -3.1919612e-31  8.4687414e-32 -1.5471883e-31
     9 : -2.8694485e-28  3.1957761e-28  5.3011846e-28
    10 :  6.9001029e-05 -1.8055532e-04 -2.9670272e-04
    11 :  9.5931042e-27  2.3567232e-26 -1.4323368e-26
    12 : -4.3381389e-17 -8.5926146e-17  3.5066660e-17
    13 :  5.1802191e-22 -2.9998873e-22  2.1990740e-22
    14 : -4.0160977e-11 -4.1395285e-11  5.0050895e-12
    15 :  1.9698904e-25  1.5473586e-25  3.6892746e-25
    16 : -3.0046880e-12 -3.0337237e-12 -4.3832874e-13
    17 : -2.8941738e-26  3.8652377e-25 -1.2335502e-25
    18 : -4.4165206e-48  2.9738431e-47 -9.2279628e-48
    19 : -3.4916859e-29  5.2748859e-30 -4.6977786e-29
    20 : -1.6622731e-06  1.5973743e-07 -1.5977937e-06
    21 :  6.9884836e-16 -2.9078580e-16  3.8307206e-16
    22 : -1.0003327e-103 -1.0075103e-103 3.2969480e-103
    23 :  3.8915266e-07 -1.1531550e-07  1.1873141e-06
    24 : -1.7439725e-83  2.1329212e-83 -2.6977207e-83
    25 : -2.7817882e-08 -2.0147671e-07 -2.3725208e-07
    26 :  5.5073818e-14 -1.6496081e-13 -5.7205385e-14
    27 :  6.0397706e-10 -9.0665391e-10 -3.0704499e-10
    28 : -4.1945724e-02 -2.5244687e-02 -3.4213749e-02
    29 :  1.0025128e-21  1.6057675e-22  1.1165012e-22
    30 : -7.7982459e-08 -8.2035929e-08 -9.6101156e-08
    31 : -6.0796188e-76 -4.2200035e-75  9.8585522e-75
    32 : -1.0606848e-18  2.4986800e-18  1.4865786e-18
    33 :  1.4947216e-08  1.2700829e-08  9.8726086e-09
    34 : -7.4028308e-31  6.0001162e-30 -1.8656557e-29
    35 : -2.7661841e-09 -1.5214668e-09 -1.1933175e-10
    36 :  9.6928564e-29 -4.3648135e-29 -2.9176424e-29
    37 : -8.4970076e-22  2.3217498e-21 -4.5355469e-21
    38 : -4.5637739e-08  7.5350123e-08  3.6744965e-08
    39 : -3.1582247e-16 -2.4335825e-15  9.7225577e-16
    40 : -1.2355532e-99 3.0994062e-100  2.7544009e-99
    41 :  4.8052875e-02  6.2479406e-02  5.5724404e-02
    42 :  7.3945060e-33 -2.1206890e-32  2.9274718e-33
    43 : -3.1768404e-07  1.0766638e-07  1.0132881e-08
    44 :  3.1495197e-04  9.2121663e-04 -4.9347779e-04
    45 : -6.2237470e-02 -7.7316433e-02 -3.4767436e-02
    46 : -2.1405668e-27  1.9736218e-25 -2.0924590e-25
    47 : -2.9559394e-29  9.7506494e-30 -4.2936206e-30
    48 :  1.3911897e-15 -4.9913913e-16  3.0421988e-16
    49 : -4.7659152e-02 -4.9003959e-02 -4.8875671e-02
    50 : -6.8519340e-11  2.4774775e-10 -9.4201850e-11
    51 :  8.4300909e-29 -9.0100217e-29  1.2932149e-28
    52 : -3.7073597e-02 -5.3341370e-02 -4.6613328e-02
    53 : -2.2868538e-75  3.6909604e-75 -2.9562251e-75
    54 :  9.1331248e-34 -7.4833735e-34 -9.3950308e-35
    55 :  1.3132895e-16 -1.3479621e-16  1.0525672e-16
    56 :  2.1022169e-38  3.7781170e-37 -7.9233861e-37
    57 : -3.4872913e-13  2.3911467e-13 -2.6369831e-12
    58 :  5.0269587e-08 -2.6738093e-08  6.9709782e-08
    59 : -1.1528881e-43 -1.1295375e-43  8.8718232e-44
    60 :  6.7894492e-28 -3.1686886e-27  2.1545745e-27
    61 :  1.1954052e-31 -1.3379845e-31  5.9466943e-32
    62 :  1.7599675e-09 -1.3071022e-10  3.3528954e-09
    63 :  1.1652013e-05  1.4131878e-05  3.5165953e-06
    64 :  3.4004269e-06 -3.4432691e-06 -5.7024964e-06
    65 : -3.3159209e-67  1.3167603e-66 -4.9150549e-67
    66 :  4.0900343e-28  9.7515138e-28 -3.3206748e-28
    67 : -2.9375290e-02 -1.4387950e-02 -1.9496286e-03
    68 :  1.9330969e-16 -9.1377477e-17 -7.9822539e-17
    69 :  7.1990157e-12 -6.6803999e-14  3.9605718e-11
    70 : -3.2910703e-04 -2.5242528e-04 -6.0983323e-04
    71 : -2.4053368e-02 -3.8214515e-02 -3.0983854e-02
    72 :  3.7636909e-44 -1.9133598e-44 -3.7341743e-44
    73 :  2.2248096e-38 -1.1730250e-38 -6.9485678e-38
    74 :  1.5956255e-31 -7.6244197e-32  5.9092488e-33
    75 : -8.9709379e-13  2.6822113e-11  4.6473987e-12
    76 : -4.6755863e-02 -4.5934974e-02 -4.9338908e-02
    77 :  7.5667177e-30  3.5367494e-30 -1.8157900e-31
    78 :  2.9895598e-25  2.0140234e-25 -7.5898536e-25
