Number of elements 23380
     0 :  4.5627749e-25 -1.0613112e-24  4.0047359e-25
     1 : -2.2879051e-21  9.9409214e-20 -2.4213095e-20
     2 : 4.1190431e-109 -5.2699790e-108 2.8481526e-108
     3 :  2.1348851e-65 -2.1496583e-65 -3.3786846e-65
     4 : 7.0896710e-108 -3.1347536e-108 -2.9439567e-107
     5 : -4.0421426e-66  1.4085253e-65  3.4362816e-65
     6 :  6.6652203e-14 -1.1552302e-13  1.1541127e-13
     7 : -1.8708702e-27  1.4230604e-27  2.2450699e-27
     8 : -2.6208391e-26  1.0232430e-25  2.6359588e-26
     9 :  1.9557793e-25  6.6816259e-25 -5.8625201e-25
    10 : -6.2016166e-03 -4.0300605e-04  7.8365490e-03
    11 : -3.5191313e-22 -2.1485925e-22 -1.6874004e-22
    12 :  4.2288623e-14  5.2064715e-14 -2.6380288e-14
    13 : -5.6609095e-19  5.3569244e-19 -6.0037016e-19
    14 :  7.6563205e-09  5.8688315e-09 -3.7880432e-09
    15 :  1.1826162e-21 -1.5690473e-21 -2.0834020e-21
    16 :  5.8065374e-10  6.7937388e-10  1.4603529e-09
    17 :  3.4538678e-22 -4.8061861e-22  1.5607467e-22
    18 :  1.0909660e-43  4.2132836e-43  1.0112466e-43
    19 : -7.7518736e-25  4.0673718e-25 -1.0803365e-24
    20 : -5.7713408e-05 -1.1615303e-05 -5.7780899e-05
    21 : -3.7986477e-13  1.7799923e-13 -1.8978790e-13
    22 :  3.0841226e-95  3.4947768e-95 -1.1351302e-94
    23 :  1.4039568e-05  3.9664803e-07  4.3286981e-05
    24 :  6.6497600e-76 -7.1384686e-76  1.1003522e-75
    25 : -3.7961241e-06 -8.6837870e-06 -6.7081438e-06
    26 : -4.2454884e-10  4.2410275e-10 -9.5376791e-11
    27 : -3.9720446e-08  1.1047652e-08  9.4560592e-08
    28 :  2.9301727e-02  4.4276093e-02  4.0918900e-02
    29 : -1.3584668e-18 -1.0885973e-18 -1.1745387e-19
    30 :  9.2357513e-05  1.1196671e-05  1.9913379e-05
    31 : -3.6440538e-69  1.2138167e-69  1.3729667e-68
    32 :  3.0544768e-16 -4.1384516e-16  1.4718902e-16
    33 :  2.5253595e-06 -4.6520220e-06  7.7015956e-06
