Number of elements 912
     0 :  2.0824143e-16 -3.4050838e-17 -4.2758811e-16
     1 : -1.7162425e-10 -4.3580643e-11  2.6180345e-10
     2 :  3.1266371e-02  1.2440434e-01 -1.2709318e-01
     3 :  1.4881025e-12  4.7216893e-13 -3.2481677e-12
     4 : -1.9125252e-02  2.8323133e-02 -4.4679420e-02
     5 :  1.8038319e-01  1.6148002e-01 -6.0011532e-02
     6 : -2.1523802e-26 -8.2355937e-26  1.2794306e-25
     7 :  2.8132601e-10  1.1050932e-09 -1.2655755e-09
     8 : -2.7930089e-08 -1.2134899e-07  4.8183934e-08
     9 :  6.0314847e-24  1.4253144e-23 -2.6653685e-23
    10 :  3.6668428e-08 -1.2912221e-07  3.5803121e-08
    11 : -6.7822561e-27 -4.1133011e-27  1.9016394e-26
    12 :  7.4862090e-02 -7.6853597e-02 -1.7622668e-01
    13 :  8.3758011e-06 -7.5852792e-07 -1.1764805e-06
    14 : -2.7741262e-13  5.6604071e-13 -4.0370346e-15
    15 : -1.4639483e-06  3.1035296e-06  1.4644520e-06
    16 : -9.0385294e-28 -4.9615614e-28  2.3882591e-27
    17 :  3.3676784e-19 -6.6237684e-21 -8.2911840e-19
    18 : -1.3794395e-07  4.0253893e-07 -1.1875069e-07
    19 : -1.6953855e-32  9.9186253e-33  1.7786561e-32
    20 : -5.9962280e-19  1.8004130e-18 -7.0454555e-19
    21 :  1.8016818e-05 -1.5348167e-05 -7.1997956e-05
    22 : -3.1426182e-05 -9.3288445e-06  1.5009887e-05
    23 : -4.3047109e-30  2.3679956e-30  1.5089970e-30
    24 :  1.7730788e-09 -6.4205471e-09  5.5341119e-09
    25 :  1.3064662e-31 -2.9696174e-31  6.9224447e-32
    26 :  5.8946028e-10  1.3218742e-08 -5.9058575e-09
    27 : -1.7144880e-06  1.2512014e-05 -3.7688053e-06
    28 :  4.7738896e-06 -1.6730062e-05  6.3115726e-06
    29 :  2.1396773e-10  8.9833099e-11 -7.8774141e-10
    30 : -4.8841635e-09  8.1580182e-08 -7.5053277e-08
    31 : -1.1907455e-12  1.7330581e-12  8.5812168e-13
    32 :  1.7023262e-25  1.0746066e-25 -4.0898174e-25
    33 : -8.0469710e-05  2.6340193e-04  2.6584405e-04
    34 :  1.4555731e-33 -2.1086282e-33 -9.9848124e-34
    35 :  3.8490799e-12 -3.3616151e-13 -8.5224429e-12
    36 : -7.5984893e-02  2.5056426e-02 -3.6674501e-02
    37 :  1.4301884e-03  9.3469411e-05  5.0985192e-04
    38 :  1.0151542e-05 -5.3793547e-05  1.6323350e-05
    39 :  5.5147072e-10 -7.0135279e-10 -9.4966411e-10
    40 :  1.2951712e-10  2.3001967e-10  3.1027460e-12
    41 : -1.8640191e-06  3.1932088e-06  4.9776212e-06
    42 :  1.3945339e-32 -3.3200889e-31  2.9353409e-31
    43 :  2.5830926e-17 -3.5813805e-17 -2.0315327e-17
    44 : -7.0293177e-05  8.9216103e-05  5.0524305e-04
    45 : -1.0170732e-13 -1.5450793e-15  1.1048233e-13
    46 :  5.2840860e-14 -3.0075307e-14  2.1618657e-14
    47 : -1.1267628e-24  1.4297664e-24 -2.0586704e-24
