Number of elements 912
     0 :  3.8665144e-20 -3.1857727e-20 -4.7741289e-20
     1 :  7.0574470e-13  6.8674754e-12 -7.0884079e-12
     2 : -3.2489229e-01 -1.7283586e-02 -2.3533063e-01
     3 :  9.9737665e-15 -1.4727977e-14 -8.9668209e-15
     4 :  6.4737981e-02  1.3239335e-01  1.2898381e-01
     5 :  4.5728137e-01  1.8718200e-01  1.2051322e-01
     6 : -2.5693678e-32 -5.5750003e-31  6.0837635e-31
     7 :  1.8220320e-11 -1.0514746e-10  5.8987950e-11
     8 : -8.3647171e-10  3.3976723e-09 -8.4049572e-10
     9 :  2.1000029e-28 -1.1191294e-28 -3.4073700e-28
    10 : -8.7491608e-10  7.5726717e-10  1.3282480e-09
    11 : -3.3826146e-31  4.1892840e-31  3.0938057e-31
    12 :  5.0473632e-01  1.8730225e-01  3.9316206e-01
    13 : -3.4802207e-07 -1.2084070e-08  1.7718459e-07
    14 :  1.0106657e-15 -1.5759768e-15  7.1132005e-17
    15 :  2.0642177e-08 -3.8938864e-08 -9.5678905e-09
    16 : -5.0649477e-34 -1.8662607e-32  1.8666577e-32
    17 :  2.0562463e-23  1.2559038e-22 -1.6180932e-22
    18 :  3.6181764e-10 -2.8734623e-10  9.7133569e-10
    19 : -8.8640453e-39 -5.4566270e-39  1.2446930e-38
    20 : -1.4539421e-23  1.7083586e-22 -1.5323474e-22
    21 : -9.0924688e-07 -2.1344175e-07  2.4793935e-06
    22 :  1.7173873e-06  7.3964195e-07 -8.2360038e-07
    23 : -1.8460466e-36 -4.3809063e-36  1.9001228e-35
    24 : -6.0363674e-11  1.5509988e-10 -3.6990231e-12
    25 :  9.1981806e-38 -5.7575190e-37  2.0901033e-37
    26 : -8.4340149e-12 -2.7385080e-10  1.1988420e-10
    27 :  1.9931261e-07 -6.5673856e-07  4.0324786e-08
    28 : -2.1627516e-07  8.5930758e-07 -3.3210708e-07
    29 : -7.5173676e-14  6.9805274e-12 -6.1973218e-12
    30 : -7.5477268e-10  4.2046125e-10  1.3712128e-09
    31 :  8.4826295e-15 -1.0847547e-14 -8.1578821e-15
    32 :  3.8693835e-30  4.3834259e-30 -1.2442281e-29
    33 :  1.0122702e-05 -2.1089745e-05 -2.6825007e-05
    34 :  4.1139801e-39 -2.8885154e-39 -5.5077298e-39
    35 : -9.1398622e-15 -1.6298984e-14  4.3788039e-14
    36 : -9.9188675e-02 -1.8134338e-01  3.6334215e-02
    37 :  1.4439425e-04  9.0890373e-05 -1.4444307e-04
    38 : -3.0560410e-07  1.2855703e-06 -3.1446992e-07
    39 : -9.1032770e-12  1.1173216e-11  1.3663837e-11
    40 :  2.0132018e-13 -4.2108808e-12  7.3593466e-13
    41 :  2.5766444e-07 -4.5902940e-07 -2.0385133e-07
    42 : -4.7405862e-37  1.8503213e-37  4.4318661e-37
    43 :  7.6784229e-21 -1.0423062e-20 -5.5675611e-21
    44 :  4.9477765e-06 -4.0718258e-05  7.8157291e-06
    45 : -1.5472078e-16  6.2110006e-17  1.8134795e-17
    46 :  2.3916801e-17 -2.5022227e-17  3.0637009e-17
    47 : -5.4137932e-30  5.1516377e-29 -1.0343568e-28
    48 : -5.3790643e-33  5.5762571e-33 -2.2910112e-33
    49 : -1.0509666e-08  9.4152584e-09  1.4252818e-08
    50 : -7.5512636e-06 -3.6469145e-05  1.2398860e-05
