Number of elements 912
     0 : -7.4236442e-32  2.2134602e-32  1.2812421e-31
     1 : -2.1055832e-18  4.9738236e-18 -7.1462716e-19
     2 :  9.3944049e-01  2.3051568e-01  7.2428219e-01
     3 :  1.1136845e-22  5.5099668e-23 -2.8215137e-22
     4 :  2.3091612e-01 -1.1145210e-02  4.4015729e-02
     5 :  2.6374760e-03  1.4301334e-03 -1.0175514e-02
     6 :  2.2057335e-46  5.0391634e-46 -9.4765430e-46
     7 : -2.8084404e-18 -1.4364495e-16  8.8090383e-17
     8 :  2.5520046e-15 -6.8274826e-16 -8.9476106e-16
     9 :  2.8678299e-43 -1.9297110e-42  1.3301056e-42
    10 :  9.9902461e-16 -2.0533457e-16 -1.8645551e-15
    11 : -3.7600893e-47  7.3624223e-47  2.9257922e-48
    12 :  6.6190982e-03 -9.5553078e-03 -2.9264860e-02
    13 :  3.4799337e-12  2.3748673e-13 -3.7137499e-12
    14 :  2.9634803e-25 -5.7090148e-25  9.4907911e-26
    15 : -1.0782565e-14  3.4161497e-14 -2.2482989e-15
    16 :  3.0962670e-49 -5.2378750e-49 -1.0721253e-49
    17 : -1.6129118e-35  3.1701263e-35  1.9713746e-36
    18 :  1.9105774e-14 -7.3599101e-14  2.4188372e-14
    19 :  1.0121867e-57 -1.2545411e-57 -8.1484241e-58
    20 :  3.0873976e-36 -8.8415120e-36  4.2318146e-36
    21 : -4.6176738e-12  2.5302918e-11 -1.3139582e-11
    22 : -3.1938697e-11 -2.2419662e-11  2.5149258e-11
    23 :  2.4473038e-53 -1.9215781e-53  1.4800490e-53
    24 :  1.0065325e-17 -7.2160331e-18 -1.4860734e-17
    25 : -5.6083196e-56 -4.8143872e-56  5.0577148e-56
    26 :  4.1339519e-17  1.5771534e-16 -9.3476756e-17
    27 : -9.3693770e-12  2.2519659e-11  6.4715834e-14
    28 : -1.7030634e-11  5.7947622e-11 -2.0210620e-11
    29 : -1.1070376e-20 -1.7041211e-19  1.9583642e-19
    30 :  1.4391160e-15 -1.0687874e-15 -1.8546912e-15
    31 :  1.4719607e-23 -9.0989311e-24 -2.0878608e-23
    32 :  9.0026152e-47  1.1406408e-46 -3.0695280e-46
    33 :  7.9312377e-09 -4.5197927e-09 -1.6875696e-08
    34 :  2.5965869e-58 -1.6396521e-58 -3.5672627e-58
    35 : -1.6157786e-23  4.9875409e-24  2.5914157e-23
    36 :  1.9279377e-01  2.6509634e-01  1.8561887e-01
    37 : -8.9369978e-09  7.2858545e-08 -2.2540330e-08
    38 :  1.4841453e-13 -3.1540141e-12  3.9676420e-13
    39 :  1.1332484e-18  8.0926500e-19 -3.2204191e-18
    40 :  4.2986712e-21 -1.0113995e-20  2.1322428e-21
    41 : -3.4407370e-11  6.6290781e-11  5.5097781e-12
    42 : -1.7850298e-55  3.4578722e-55 -6.5618411e-56
    43 : -6.9953619e-33  1.6958942e-32 -3.0071116e-33
    44 : -1.5219207e-08 -9.4944709e-09  3.6575008e-08
    45 :  2.6871355e-26  2.4086931e-26 -7.6364118e-26
    46 : -7.5353226e-28  6.6272307e-28 -6.0452974e-28
    47 :  1.1341763e-45  5.3510358e-45 -1.1952009e-44
    48 :  1.6848168e-49  1.0557488e-47 -4.2482951e-48
    49 :  6.9674102e-14 -1.2074211e-13 -2.4668175e-14
    50 :  2.2160853e-09 -1.1078443e-08  4.4877312e-09
    51 : -4.2508267e-03  1.3862286e-03  7.3211638e-04
    52 : -6.6374243e-15  1.9400972e-14 -3.8742374e-15
    53 :  3.1000370e-46 -2.3283151e-46  1.2953381e-46
    54 : -2.3164686e-10 -3.6801957e-11  3.0893871e-10
    55 :  1.8555912e-11 -5.8936598e-11  5.1671852e-11
    56 : -8.0005893e-03 -8.5636600e-03  2.3484692e-03
    57 : -2.7937058e-13 -6.4868505e-13  1.5740355e-12
    58 :  3.9789959e-06 -1.2506749e-05  3.8150442e-06
    59 : -1.0183994e-15 -5.4744859e-15  2.9592497e-15
    60 :  1.9544238e-10  3.4504244e-11 -4.2981503e-10
    61 : -1.2932900e-05  8.1863883e-06 -1.6310118e-05
    62 :  2.4697356e-17  6.5504071e-18 -1.5021374e-17
    63 :  2.7660632e-08  1.7542719e-08 -1.9518986e-08
    64 : -9.6566499e-17  8.2473418e-17  1.1404493e-16
    65 : -1.6314059e-20  1.9468605e-20 -2.7455474e-21
    66 : -2.6354348e-23  5.9234142e-23 -3.0378740e-24
    67 : -7.2186417e-49 -4.0985774e-50  1.5018299e-48
    68 :  6.8618644e-48 -1.3263339e-47 -5.8192354e-49
