Number of elements 912
     0 : -3.0821880e-10  2.5922957e-10  6.3934936e-10
     1 : -6.6615483e-06  5.5688122e-06 -1.1773451e-05
     2 :  2.9962186e-02  4.7035595e-02  6.2496090e-03
     3 : -9.1884600e-07  1.0904687e-06  1.6933514e-06
     4 :  5.7833089e-02  3.4344736e-02  3.7600079e-02
     5 :  6.5223584e-03  6.7800361e-02  1.1601599e-01
     6 : -1.3589652e-17 -1.6743815e-17  5.0480324e-17
     7 : -4.5456716e-05  2.8931653e-04 -1.7931944e-04
     8 :  2.9267432e-04  4.6316981e-04 -1.3144486e-04
     9 : -9.6220884e-16 -9.9154283e-16  3.2003861e-15
    10 : -5.9331966e-05  2.9763362e-04  2.9819113e-04
    11 : -1.1506444e-17  2.2388318e-17  1.7865632e-17
    12 :  3.9477041e-02 -4.2320448e-01  6.5042392e-01
    13 : -5.2915874e-03 -2.2948088e-04 -4.8562435e-03
    14 :  1.1574813e-07 -9.2684009e-08 -6.2424029e-08
    15 : -5.4298222e-03  2.1646543e-02  3.5120435e-03
    16 : -1.8658109e-18 -3.3477699e-18  6.7645326e-18
    17 :  1.4795791e-12  8.9955779e-13  8.4291960e-13
    18 : -1.5599516e-04 -3.1227227e-04 -3.0523470e-04
    19 : -5.4242846e-21  8.4203745e-21 -6.3742437e-22
    20 :  3.0890827e-12 -1.7827207e-11  1.0495959e-11
    21 :  3.5765716e-02  4.8077072e-02  5.0561587e-02
    22 :  5.1431784e-03 -3.7300425e-03 -5.0012240e-03
    23 :  5.4334316e-20  6.9751479e-20 -1.5072918e-19
    24 : -2.7656177e-05  8.2455282e-05 -6.6633839e-05
    25 :  3.5481471e-21 -8.1045806e-21 -2.5429429e-22
    26 : -5.6654997e-05  1.0853600e-04 -8.9418557e-05
    27 : -2.3965700e-02  4.3388578e-02  4.9591146e-02
    28 :  3.2612199e-03  1.5186692e-02 -7.1307413e-03
    29 :  1.2318652e-05  1.3349035e-05 -4.9657570e-05
    30 :  9.9107111e-04 -2.3334426e-03 -1.7857949e-04
    31 :  4.0237053e-08 -7.8020197e-07  3.7256943e-07
    32 : -3.2105799e-16 -3.2551779e-16  9.5014739e-16
    33 :  9.9352041e-03 -7.4112418e-03  1.0688005e-03
    34 :  6.4230269e-23  6.2255875e-22 -7.5140636e-22
