Number of elements 912
     0 : -6.4543263e-40  6.4025033e-40  6.5642842e-40
     1 : -1.0291809e-23  2.3673869e-23 -3.0033771e-24
     2 :  1.0135997e+00  8.1625185e-01  9.5319654e-01
     3 :  5.6795186e-29  1.1560468e-28 -2.3201619e-28
     4 :  8.8192173e-02 -1.5274211e-02 -2.2767242e-02
     5 :  3.3813631e-04 -2.7557262e-04  5.2406429e-04
     6 :  1.5676788e-56  3.1931703e-56 -6.3345594e-56
     7 : -2.6456071e-22 -1.6746107e-21  1.1133076e-21
     8 :  2.4876780e-19 -1.4778458e-19 -4.9464193e-20
     9 :  6.7828262e-53 -3.7683453e-52  2.3935070e-52
    10 :  4.4300457e-20 -1.2560671e-20 -7.7389828e-20
    11 : -8.6506309e-58  1.6696779e-57  7.0350398e-59
    12 :  3.2919059e-03 -3.9895523e-03 -7.7515606e-03
    13 :  2.6245481e-15 -5.6121907e-16 -1.4069997e-15
    14 :  6.8387037e-32 -1.1569520e-31  1.6087638e-32
    15 : -1.7372790e-18  3.0673546e-18  6.6034969e-19
    16 :  2.3256702e-60 -3.9163534e-60 -7.6254676e-61
    17 : -6.5000238e-44  1.3490118e-43 -2.8384316e-45
    18 :  7.3524318e-19 -2.9454084e-18  1.0547844e-18
    19 :  6.4242135e-71 -8.0201619e-71 -4.8730868e-71
    20 : -1.1992070e-44  2.2556840e-45  2.4261598e-44
    21 : -1.7075764e-16  2.5889023e-15 -2.1711572e-15
    22 : -1.9970641e-14 -1.3116908e-14  1.6008114e-14
    23 :  1.7553685e-65 -1.3783528e-65  1.0131144e-65
    24 :  2.1661058e-22 -1.6400658e-22 -2.8503792e-22
    25 : -1.1498836e-68 -1.3149691e-68  1.2224457e-68
    26 :  5.6395669e-22  2.8706808e-21 -1.6751577e-21
    27 : -2.1402797e-15  4.3064110e-15  2.7826594e-16
    28 : -9.5124337e-15  3.3982557e-14 -1.2253231e-14
    29 : -3.0755656e-27 -5.0774981e-25  5.1677719e-25
    30 :  6.9048747e-21  4.2511227e-20 -5.6375721e-20
    31 :  8.9846775e-30 -6.7628547e-30 -1.1336090e-29
    32 :  6.0483511e-58  7.4261190e-58 -2.0242806e-57
    33 :  3.3309084e-11 -2.1488147e-11 -5.2988770e-11
    34 :  1.6756382e-71 -1.1879678e-71 -2.1659003e-71
    35 : -9.3024724e-30  3.2454313e-30  1.3993459e-29
    36 :  6.0851543e-01  7.4545119e-01  9.7117849e-02
    37 :  4.2101321e-10  6.1571218e-10 -4.7878207e-10
    38 :  1.0329933e-16 -3.8722221e-16  6.8724596e-17
    39 :  1.0416992e-23  3.2573967e-24 -2.4599612e-23
    40 :  1.1080088e-27 -2.5593567e-27  5.3199518e-28
    41 : -9.8008334e-15  2.0017389e-14  7.4977455e-16
    42 : -3.9036162e-68  7.4522698e-68 -1.3138450e-68
    43 : -1.3873868e-40  4.7962302e-40 -2.0360310e-40
    44 : -3.9056624e-11 -4.6142434e-11  1.1164564e-10
    45 :  1.1692970e-32  1.1981217e-32 -3.5906048e-32
    46 : -7.7600873e-36  2.9843111e-35 -5.2411286e-35
    47 :  2.2907801e-56  1.1098823e-55 -2.4565772e-55
    48 : -6.1193194e-61  2.2616380e-58 -8.8609648e-59
    49 :  1.7033896e-17 -2.2490908e-17 -1.2204792e-17
    50 :  8.6965751e-12 -5.0152828e-11  2.0570344e-11
    51 : -2.8759340e-04  1.2043272e-04  1.5523092e-05
    52 : -1.1218509e-19  2.0623067e-19 -2.6621636e-20
    53 :  7.0329553e-57 -5.3191194e-57  2.9505801e-57
    54 : -2.9393057e-13 -2.7425295e-13  8.6760610e-13
    55 : -6.4761255e-16 -5.6555978e-14  8.2449357e-14
    56 :  1.2461347e-03  2.8632302e-04 -3.2636304e-04
    57 : -2.3782736e-17 -4.4592628e-17  1.1034195e-16
    58 :  6.3211444e-08 -1.2929233e-07 -1.2491438e-08
    59 : -1.7043149e-21 -6.6891996e-20  3.3048598e-20
    60 :  3.7037035e-13 -7.0114098e-14 -6.8056457e-13
    61 : -1.2950582e-06  1.0002214e-06 -9.4514111e-07
    62 :  3.7949468e-22  1.0883297e-22 -2.4035938e-22
    63 :  6.8846397e-11  4.7081174e-11 -5.4502564e-11
    64 : -9.4693664e-22  8.5553766e-22  1.0513404e-21
    65 : -5.0223374e-26  5.4211920e-26 -6.0001831e-27
    66 : -1.6177417e-29  3.6464297e-29 -3.2128393e-30
    67 : -1.4661514e-60 -1.9976775e-61  3.1426469e-60
    68 :  2.9450489e-59 -5.8969445e-59 -1.8866966e-61
    69 : -1.2704676e-60  7.3881209e-61  1.8082136e-60
    70 :  3.4927449e-34 -1.8990996e-33  1.1963595e-33
    71 :  1.1873370e-11 -9.4733345e-12 -1.5669034e-11
    72 : -4.6173046e-63  1.6237131e-62 -6.9797753e-63
    73 : -1.6751740e-09  1.4981633e-09  2.0467824e-09
    74 :  8.8511483e-49  2.9898227e-48 -1.9325727e-48
    75 :  7.5358990e-47 -1.0376455e-47 -3.2109653e-47
    76 :  6.4131384e-63 -9.0708773e-64 -2.7190190e-63
    77 :  1.9534598e-49 -1.4439217e-49 -2.5129052e-49
    78 : -4.2138926e-53  9.2073333e-53 -6.4163822e-54
    79 :  8.0895172e-42 -8.1159814e-42  8.2804112e-42
    80 : -1.4576150e-81  5.5146101e-81 -2.6408474e-81
    81 : -1.7991850e-57 -6.7003596e-57  4.2467511e-57
    82 :  1.5126512e-02  8.8322765e-01  1.5617634e-01
    83 : -2.7964699e-72 -1.7998527e-71  2.3601689e-71
    84 :  3.4206346e-68 -1.1493131e-67  3.8787074e-68
    85 : -1.6294303e-03 -2.0811009e-03  1.4938742e-03
    86 : -8.4758445e-43 -8.9832194e-43  2.6539655e-42
    87 : -5.4622657e-40  9.5057251e-40  1.4664354e-40
    88 :  5.0099888e-29  4.1345906e-29 -4.5408474e-29
    89 : -8.5797586e-09  1.1723932e-08  3.5067513e-09
    90 : -5.2340161e-65 -1.6227271e-64  1.0722233e-64
    91 : -8.0293556e-03  3.0036278e-03 -7.1254597e-03
    92 :  4.1766643e-34 -2.9067332e-34 -3.1642283e-35
    93 : -2.5947144e-81 -4.7914604e-81  1.0581414e-80
    94 : -1.5381699e-37  3.2176772e-38  9.8381392e-38
    95 :  1.5181802e-59 -3.5955299e-60 -7.9849147e-60
    96 : -2.5243040e-29  6.3934874e-29 -1.0132617e-28
    97 : -4.8266613e-31  6.0619485e-31  3.5901047e-31
    98 :  2.2546956e-01  7.1375446e-01  7.2677739e-02
    99 : -6.2380117e-54 -4.7419606e-53  2.6840884e-53
   100 : -4.3054175e-58  3.2822721e-58  2.2105198e-58
   101 :  2.8409117e-27 -1.3262556e-27 -7.4747466e-28
   102 : -1.5138567e-17 -1.0909423e-16  6.1344565e-17
   103 :  4.9490638e-74 -4.8591001e-74 -5.0902090e-74
   104 : -1.8292796e-34  2.8992627e-35  7.6097797e-35
   105 : -3.8673800e-19  6.8334443e-20  2.4838420e-19
   106 :  7.5800757e-24 -1.3806473e-23 -2.2195377e-24
   107 : -5.4929157e-25 -6.5936710e-25 -9.7346519e-25
   108 :  1.2158211e-23  8.1719938e-24 -2.8551543e-23
   109 :  1.8471131e-17  2.6448468e-17 -7.4667340e-17
   110 : -6.7973165e-11  1.5489508e-10 -3.8320641e-11
   111 : -2.0786789e-22  7.3359176e-23  6.3418258e-23
   112 : -2.7539031e-53 -5.5609731e-53  1.1500909e-52
   113 : -3.4830880e-05  1.2343164e-05  8.9924580e-06
   114 :  3.1096103e-33  1.3838314e-32 -2.0347176e-32
   115 :  1.1004402e-17  3.4209444e-17 -2.2068804e-17
   116 : -3.6488068e-11 -1.1797345e-09  5.7799921e-10
   117 : -9.6136675e-03 -5.5669971e-04  2.7767913e-03
   118 : -3.0047513e-02  3.2818583e-01  8.6104511e-01
   119 : -7.3119342e-63 -1.5651373e-63  1.0770547e-62
   120 :  7.0864079e-31 -1.1157144e-30  1.5365621e-30
   121 : -2.4633942e-48 -1.3906822e-46  1.1215396e-46
   122 : -6.7314840e-16 -3.0795550e-15  1.7971250e-15
   123 : -3.0625335e-74  1.3739099e-73 -1.2456225e-73
   124 :  4.4791554e-55 -2.8679648e-55 -8.0073548e-56
   125 :  3.1346899e-77 -9.3306451e-77  3.0596874e-77
   126 :  9.6615156e-43 -8.6602576e-43 -1.0917888e-42
   127 : -4.1285612e-46  4.2276376e-46  4.0825838e-46
   128 : -1.6929481e-17  1.0473413e-17  2.3641751e-17
   129 :  8.7657318e-40  1.0409208e-39 -3.0063804e-39
   130 : -1.4982453e-05 -5.0073337e-06  4.9658980e-05
   131 :  1.6444911e-12 -3.9131769e-13 -7.2800093e-13
   132 :  1.4957939e-15 -6.2039594e-15  2.3645387e-15
   133 :  1.8053982e-09 -3.2531314e-09  6.6590707e-10
   134 :  2.4526236e-16 -8.8352234e-17 -7.0960088e-17
   135 :  1.1778445e-20  2.9834150e-19 -2.5345177e-19
   136 :  4.2280680e-25  4.6126355e-26 -2.4742174e-25
   137 :  9.2450082e-19 -7.2638689e-19 -1.1474717e-18
   138 :  1.0002115e-22  5.0403933e-22 -5.1187142e-22
   139 :  3.2082345e-22 -6.7235817e-22  1.7617591e-22
   140 : -9.5365642e-50  1.2406802e-49 -1.4340174e-50
   141 : -3.4536636e-47  3.3466521e-47  3.6007360e-47
   142 : -1.0429331e-22 -2.2287780e-22  4.2239938e-22
   143 :  1.4010698e-63  1.7708966e-63 -5.0009725e-63
   144 :  1.3471453e-24  1.4359028e-24 -1.3665371e-24
   145 : -3.1368891e-30  4.0780478e-29 -1.8650914e-29
   146 :  3.3384261e-35 -6.3800616e-35 -3.4821215e-36
   147 :  1.0965601e-60 -7.5708026e-61 -1.6343039e-61
   148 :  3.1365959e-36 -6.3631783e-36 -3.2525151e-38
   149 :  7.1088889e-02 -2.1656213e-02 -1.1466465e-02
