Number of elements 14133
     0 : -3.6473659e-54 -1.5922319e-53  2.4692074e-53
     1 : -3.3323933e-53  7.7765369e-53  7.3798595e-53
     2 : -2.7102887e-29  9.3190585e-29  2.5565871e-29
     3 :  3.9065872e-58  5.5320836e-58 -1.5979699e-57
     4 :  4.2513645e-22  2.8651982e-22 -2.4192157e-21
     5 :  8.8094071e-32 -5.7067529e-32 -1.6515499e-31
     6 :  2.6237345e-53  8.0093487e-53 -3.1164835e-53
     7 : -2.1660766e-20  4.4662278e-21 -1.2097605e-20
     8 : -3.4530468e-15  2.2222862e-15  1.0562219e-14
     9 : -3.4531341e-49  6.3358586e-49  6.9321955e-50
    10 :  1.7442357e-61  1.2228053e-59  4.1647490e-59
    11 :  1.8312000e-21 -3.7522109e-21 -1.3081754e-21
    12 : -1.4622177e-20 -1.0858814e-20  5.8892937e-20
    13 : -1.8067665e-20 -4.7944820e-21  1.9283446e-21
    14 :  4.7423385e-65  1.2766538e-64 -2.2594278e-64
    15 : -8.3736141e-88 -1.4147128e-86  3.0126275e-86
    16 : -1.9190629e-10  9.8035314e-10 -3.1014873e-10
    17 :  3.2389421e-10 -9.0700205e-10  2.6263973e-10
    18 : -6.0331068e-83  2.5605724e-83  1.1265488e-83
    19 : -4.2828626e-16  9.8221720e-18  9.8878793e-16
    20 :  6.0090022e-02  6.8348376e-02  1.1940443e-01
    21 :  1.9558963e-35 -1.2042528e-36  3.1758579e-36
    22 : -1.4631403e-11  1.0923224e-11  4.2676787e-11
    23 : -2.9697257e-01 -4.3388152e-02 -9.4673425e-02
    24 : -1.5980368e-116 -8.1604429e-117 1.1980859e-116
    25 :  5.7754637e-54  5.3328287e-53 -2.6287682e-53
    26 :  7.1203140e-12  4.8688904e-12 -4.7151168e-13
    27 :  2.0083553e-22 -9.1368364e-23  1.2675260e-23
    28 : 3.8623838e-102 -2.4122962e-101 1.0040721e-101
    29 :  1.0706803e-01  1.0170482e-01  1.0755524e-01
    30 : -1.2690987e-20 -1.0583448e-20  2.0231564e-20
    31 : 2.5790809e-139 -4.8541048e-139 2.5300261e-139
    32 : -1.7742489e-32 -3.6989167e-33  9.9649461e-33
    33 : -2.6823541e-172 7.0403184e-173 9.8151136e-173
    34 : -1.3887266e-170 1.5935788e-170 -1.9240293e-170
    35 : 3.3097482e-107 -8.7909618e-108 -5.9915006e-107
    36 :  6.1407994e-01 -2.0618683e-01  6.6613783e-01
    37 : -1.3164966e-08 -4.5368642e-10 -1.4965432e-08
    38 : -3.6520487e-97  5.6578889e-96 -3.6609958e-96
    39 : -1.2310677e-77 -1.3174669e-78  2.5987296e-77
    40 : -4.0901670e-81  2.4485064e-82  1.7759055e-81
    41 :  8.9765027e-16  1.6548269e-16  1.1384098e-17
    42 :  7.9404883e-02  7.1895803e-02  6.5626995e-02
    43 : 2.0205720e-107 1.4966332e-107 -1.6807162e-107
    44 : -4.9981388e-96  8.7044765e-96 -1.8307019e-96
    45 :  6.3209523e-82 -6.2501640e-83 -4.2529940e-82
    46 :  1.5685277e-01  1.1276037e-01  9.3853945e-02
    47 :  1.0080611e-37 -7.1516838e-38  7.8898235e-38
    48 : -3.4643857e-45  3.4505492e-45  4.2723310e-45
    49 : -7.0576829e-25  3.5983757e-25 -1.2686458e-24
    50 : -5.8033002e-01  1.0620794e+00  4.3982304e-01
    51 : -9.6985126e-02  6.4641805e-02  1.1051069e-01
    52 :  1.1394519e-31 -4.7765350e-31  2.2530360e-31
    53 : -9.7998268e-34  2.6306529e-34  2.8786205e-34
    54 : 4.8264735e-139 3.1423567e-140 -7.6695640e-139
    55 : -1.7561218e-47 -5.3162170e-47  3.3846883e-47
    56 :  6.9165301e-32  1.8584983e-30 -1.6592309e-31
