Number of elements 2948
     0 : -6.5040864e-16 -5.3437513e-16 -5.5121319e-15
     1 :  7.4633777e-16 -2.0906804e-15  7.2189082e-16
     2 :  1.6350298e-16  5.3358871e-16 -3.0921586e-16
     3 : -1.9485139e-09 -5.6775880e-09 -1.1232990e-08
     4 :  1.5332183e-01  1.3522238e-01  5.4113173e-02
     5 : -6.5193353e-25 -3.2446476e-25  1.5219460e-24
     6 :  9.7048727e-36 -2.5126810e-35  5.3750585e-36
     7 : -2.6362164e-51  3.6641636e-51  1.3840551e-51
     8 : -1.7357467e-28  7.4413693e-29 -2.9091126e-29
     9 : -3.2734327e-17  1.7024217e-16 -7.6615738e-17
    10 :  3.6445396e-48 -1.3862653e-48 -5.5155962e-48
    11 :  5.5537252e-39 -1.9266844e-39 -1.7306281e-39
    12 : -2.5885465e-50  1.0033737e-50  4.7120735e-50
    13 : -5.7023720e-32  9.5866449e-32  2.5254860e-32
    14 :  1.7333908e-03  3.2962553e-02  5.0149552e-02
    15 :  5.0152441e-12 -1.5388353e-12 -4.8280476e-12
    16 :  1.3457157e-34 -1.9085320e-34 -9.0309624e-35
    17 : -2.4330087e-02 -3.3083153e-03  2.5927197e-02
    18 : -2.1309888e-18 -7.3146909e-20  1.6986464e-18
    19 : -6.8871143e-41 -1.8575427e-40  1.1039637e-40
    20 :  1.7557076e-36 -6.9096548e-36  3.3514766e-36
    21 : -1.3394643e-13 -3.6759925e-13  1.0244195e-12
    22 : -2.3745642e-39 -2.4882833e-39  6.6828444e-39
    23 : -1.2986529e-09  1.2383342e-09  4.2582545e-10
    24 :  2.1302369e-10  1.7667140e-10 -6.7294721e-11
    25 :  8.3922965e-44  4.2107139e-44 -1.7775770e-43
    26 : -5.8611396e-09  2.8837509e-09 -1.1283178e-07
    27 : -4.8472782e-13  4.4230588e-13  2.6705269e-14
    28 :  2.7718570e-05  2.3136565e-05 -1.7238346e-05
    29 : -3.2929775e-47  2.8068388e-46 -5.3067171e-46
    30 : -2.4347503e-21  3.2639004e-21 -1.0545522e-21
    31 :  6.6182305e-07 -2.8847621e-07  4.2165444e-07
    32 :  4.8218799e-32  1.4240184e-31 -9.1593649e-32
    33 : -3.8955758e-30 -5.3834101e-31  6.8762785e-30
    34 :  1.0736371e-12 -9.0874513e-13 -1.7929593e-12
    35 :  1.9942231e-14  3.2703759e-15 -4.6059361e-15
    36 :  3.6889206e-05 -6.8312492e-05 -4.1398213e-05
    37 : -2.5720166e-31  6.1318842e-31  1.2972664e-31
