Number of elements 2948
     0 :  6.6437799e-19 -2.1538060e-18 -1.4549271e-18
     1 :  2.3070522e-19 -3.1829376e-19  2.3987784e-19
     2 :  3.5456080e-20  3.1719546e-20 -2.9385990e-20
     3 : -2.3040551e-11  4.2756669e-11 -5.9305462e-11
     4 :  1.6032202e-02  3.2769860e-02 -1.9528133e-02
     5 :  4.6902561e-29  2.0117316e-29 -1.0221732e-28
     6 : -1.4524029e-42  1.4207790e-42  1.5287863e-42
     7 : -6.0843220e-60  8.4999653e-60  3.1657818e-60
     8 :  6.0680261e-33 -1.1493426e-33 -3.4366073e-33
     9 :  9.0287830e-21 -1.4559577e-20  2.1627376e-21
    10 :  4.1647094e-56  1.4154345e-56 -8.9670015e-56
    11 :  1.1951469e-45 -4.0515747e-46 -3.8623905e-46
    12 : -1.3791764e-59  7.4708222e-60  2.1789337e-59
    13 :  6.4345705e-38 -1.6859991e-37  3.6388582e-38
    14 :  1.2970404e-03 -1.7122045e-03 -4.3990451e-03
    15 : -1.0590245e-15  2.1314408e-15  3.1981990e-15
    16 : -1.1033101e-40  1.9471180e-40  3.1438747e-41
    17 : -4.7278394e-04  8.8516491e-04  1.2401850e-03
    18 :  6.6938497e-22 -1.9534745e-22 -2.6092044e-22
    19 : -5.1182409e-48 -1.1091495e-47  7.4860409e-48
    20 :  5.9987339e-43 -1.7925524e-42  5.8995908e-43
    21 : -3.8226991e-17 -1.7232041e-16  3.8995293e-16
    22 :  1.4617410e-46  2.9887752e-46 -6.7161916e-46
    23 : -1.3437955e-11  3.8917092e-12  9.3355684e-13
    24 :  6.1008666e-13 -1.6446152e-13 -4.1552028e-14
    25 :  1.4618621e-51  1.1076600e-51 -3.8162302e-51
    26 : -8.0781816e-11  2.8208407e-10 -4.1446153e-10
    27 : -6.9819038e-17  5.3452946e-16 -1.1398917e-16
    28 :  3.2470160e-07  1.2358424e-07 -1.5233227e-07
    29 : -4.1536907e-54 -7.9506066e-54  2.0101886e-53
    30 :  1.7942353e-24 -8.0341233e-25 -1.9879037e-25
    31 :  2.7674695e-09 -1.4577199e-09  2.3593114e-09
    32 : -6.3963853e-38 -1.8360503e-37  1.2032324e-37
    33 : -1.3298485e-35 -9.6037197e-37  1.7788298e-35
    34 :  4.8119413e-16  2.3225833e-16 -1.5744073e-15
    35 :  1.5297193e-17 -5.7269665e-18 -2.4636319e-18
    36 :  2.9744773e-07  7.0934069e-08  3.0695614e-07
    37 : -5.4958115e-37  9.1500703e-37  5.7945764e-37
    38 :  7.1383505e-12 -6.2110148e-12 -8.8484182e-14
    39 : -2.2326542e-19  5.1984133e-20  2.7672190e-19
    40 : -2.5657531e-27 -1.4987834e-26  3.8829580e-26
    41 : -1.2366637e-63  1.9275885e-64  5.0250561e-64
    42 : -7.2892978e-14 -7.5198060e-14  6.0626074e-14
    43 : -8.0972468e-10  9.0380458e-11  1.5647859e-09
    44 :  9.8347839e-02  2.1267046e-01  2.3035318e-01
    45 : -5.1244496e-48  8.4263206e-48 -1.3068868e-47
    46 :  5.8286212e-72 -2.0198060e-72 -1.7791090e-72
    47 :  2.6609292e-73 -1.3412473e-72  4.7393742e-73
    48 : -5.5606287e-53  2.2114705e-53  7.8566592e-54
    49 :  3.3816309e-58 -1.0030293e-57  3.1813855e-58
    50 : -3.6995981e-69  1.0033294e-68 -2.0276837e-69
    51 :  1.0218528e-48  4.5772806e-48 -2.4375143e-48
    52 :  6.1157384e-14 -2.9893669e-15 -8.2135883e-14
    53 : -3.3122030e-61  6.0176933e-62  2.1072948e-61
    54 :  9.7459228e-20 -3.0928195e-19  9.6023313e-20
    55 : -7.6068563e-44  4.2330609e-43 -2.1415911e-43
    56 :  3.2687148e-06  4.5162227e-06  4.0297092e-06
    57 : -1.0385278e-27  2.3351285e-27 -2.4850988e-30
    58 :  1.0693274e-01  1.7467070e-01  1.0860286e-01
    59 : -3.5599142e-22  7.2402655e-23  6.7488425e-23
    60 : -2.1656014e-36  8.9755815e-36 -3.1276078e-36
    61 :  3.1851950e-34 -1.5271292e-33  7.7967165e-34
    62 :  1.6476458e-10  2.5995547e-10 -8.2763022e-10
    63 :  1.9899661e-08  7.6409270e-09 -5.7804398e-09
    64 : -3.0825496e-55  8.7005753e-55 -2.6464258e-55
    65 :  6.8843068e-55  1.5829930e-54 -1.1802709e-54
    66 : -2.4948302e-61 -3.0690591e-60  3.1141328e-60
    67 : -3.2506834e-08  9.0985739e-09  1.6634609e-08
    68 : -4.9498252e-20  1.6090754e-20  8.6033507e-21
    69 :  6.0049874e-15  2.0824131e-15 -3.9182420e-15
    70 : -2.9323025e-43  2.8446327e-40 -1.3102093e-40
    71 :  4.0334892e-07 -4.4532330e-07 -1.5963955e-06
    72 :  2.4556370e-50 -1.5499568e-50  8.7629341e-51
    73 :  1.9539345e-09  6.5291296e-10 -5.3440208e-09
