Number of elements 2948
     0 : -1.0370686e-23  2.2415117e-23  2.4664140e-24
     1 : -8.4130471e-25  1.0406166e-24 -9.7131737e-25
     2 : -1.1142824e-25 -1.0133840e-26  5.3348237e-26
     3 : -2.8728460e-14  8.0757900e-14 -1.2543209e-14
     4 :  5.7070590e-04  9.8505343e-04 -4.0249277e-04
     5 :  4.9782051e-37  2.6884265e-37 -1.1226976e-36
     6 : -6.8202073e-52  1.4877051e-51 -1.1762098e-52
     7 : -1.4405253e-75  1.9869946e-75  7.7435299e-76
     8 :  1.3048756e-42 -4.3472724e-43 -3.6674238e-43
     9 :  2.3041904e-26 -7.5707318e-26  3.5194516e-26
    10 :  8.2543813e-71  4.0926076e-71 -1.8860452e-70
    11 :  1.3500542e-58 -4.5203526e-59 -4.4489224e-59
    12 : -1.9790477e-75  1.3569346e-75  2.7056588e-75
    13 :  6.5643836e-48 -1.1833577e-47 -1.4620635e-48
    14 :  4.3061538e-05 -5.0969363e-05 -1.2250144e-04
    15 :  4.6212867e-19 -2.2990108e-19 -9.2143510e-19
    16 : -1.4097498e-51  2.2307262e-51  6.1794858e-52
    17 : -3.0102838e-06  3.0925096e-06  4.6579017e-06
    18 :  5.7203239e-28 -8.6171818e-29 -3.3567517e-28
    19 : -3.1879786e-60 -7.2499928e-61  1.8868252e-60
    20 : -1.9108019e-52  9.4248453e-52 -5.5889307e-52
    21 : -6.4669905e-22  1.7170180e-21 -3.0484918e-21
    22 :  1.9298852e-58  2.2965285e-58 -6.1982240e-58
    23 :  4.9154418e-15 -6.6511567e-15  9.9682749e-16
    24 :  2.0788777e-16 -2.4876376e-16  1.7657544e-17
    25 :  1.2060021e-64 -2.6687131e-65 -6.4753703e-65
    26 :  1.5054799e-13  3.1550127e-14 -5.9315367e-13
    27 :  6.0069557e-21 -9.1003472e-21  1.2346604e-21
    28 :  1.8324514e-10 -7.8693168e-11  1.2813848e-10
    29 : -1.1567548e-65 -1.6736347e-65  4.5077134e-65
    30 :  1.4481263e-31  2.7455369e-32 -7.0125112e-32
    31 :  4.9320363e-12 -3.4211754e-12  3.6035334e-12
    32 : -1.7781250e-48 -5.9413539e-48  3.8174904e-48
    33 : -1.7406401e-45  9.5134262e-47  1.6144314e-45
    34 : -1.8475603e-19  2.8383420e-19  1.3172074e-19
    35 : -1.9717549e-22  9.8960990e-23  2.8810205e-23
    36 : -1.5719658e-10  1.6887835e-10 -1.8847375e-10
    37 :  2.5855198e-48 -1.0506667e-47  9.2217222e-48
    38 : -1.5116493e-15 -2.9146159e-15  1.7920022e-15
    39 : -6.2561679e-25  1.4864629e-25  8.2740654e-25
    40 :  4.7511955e-35 -5.7972746e-35  7.7252164e-35
    41 : -1.1502962e-79 -4.7141226e-80  7.9052005e-80
    42 : -4.0580791e-18  1.9842729e-17 -6.3747380e-18
    43 :  1.9013853e-14 -2.5591585e-14 -2.4936520e-14
    44 :  8.0690133e-03 -1.4062036e-02 -1.1996732e-02
    45 : -1.6482596e-60  1.5002042e-60 -1.4566140e-60
    46 :  2.9944909e-89 -1.4164803e-89 -1.5865755e-90
    47 :  3.3114579e-91 -1.0841591e-90  3.3207128e-91
    48 : -3.5731723e-67  1.1995555e-67  1.0960897e-67
    49 :  1.8863042e-73 -5.7745386e-73  1.9099050e-73
    50 : -1.5555724e-86  3.6038031e-86 -3.7794004e-87
    51 :  4.1121317e-62  2.3685915e-61 -8.7281201e-62
    52 :  1.3723771e-17 -3.0949743e-18 -7.9282114e-18
    53 :  5.2137223e-78 -9.0983563e-77  1.8160681e-76
    54 : -7.0403667e-25  6.3712624e-25 -3.4899552e-26
    55 :  1.0276940e-55  2.3689072e-55 -2.0402679e-55
    56 : -1.6851201e-07 -7.1064602e-08  5.6590539e-08
    57 : -1.9479647e-35  3.1416643e-35  9.2317814e-36
    58 : -8.7175892e-03  4.4036884e-02 -7.5359053e-03
    59 : -1.2596039e-29  4.4177331e-30  3.3113485e-30
    60 : -1.4553570e-46  6.6521355e-46 -2.5233592e-46
    61 :  1.3223474e-43 -3.0745475e-43  3.2058356e-44
    62 :  1.8287716e-13  2.9735945e-13 -9.5216470e-13
    63 :  1.4302346e-11  2.2598121e-11 -1.0346966e-11
    64 : -1.7149106e-69  9.5776441e-70  3.5055872e-70
    65 :  3.5575948e-69  4.3657661e-69 -4.2515860e-69
    66 : -4.7025874e-76  9.2099907e-77  3.8552316e-76
    67 : -3.1950442e-10  6.3385225e-11  7.5923713e-11
    68 : -8.0695049e-25 -5.0960088e-25  6.1011312e-25
    69 :  7.9612311e-21  6.0078685e-21 -7.6375696e-21
    70 : -6.3408124e-52 -5.4509920e-52  5.6716816e-52
    71 : -1.7075892e-11 -4.2199237e-09  1.7511639e-09
    72 :  8.7620745e-64 -4.7060055e-64  9.4831708e-65
    73 :  2.1798832e-12  8.1008620e-13 -6.6210117e-12
    74 :  1.2982427e-59 -4.9188629e-59  1.7860680e-59
    75 : -7.2269813e-11  1.6316143e-10  2.5237320e-11
    76 :  2.5538858e-14 -2.4982414e-14 -2.6465518e-14
    77 :  3.4507277e-50 -1.1607014e-49  3.9214839e-50
    78 : -1.1874073e-64  5.5091201e-65  1.4309971e-65
    79 :  9.5823503e-62  3.9086817e-61 -2.3212935e-61
    80 : -8.1552780e-22  7.1371758e-22  1.4752959e-21
    81 :  2.9560719e-68 -3.0501394e-68 -4.7111369e-70
    82 : -4.4893739e-25  1.0733832e-24 -2.2587088e-25
    83 : -1.5912978e-26  2.2639495e-26 -3.4870486e-27
    84 : -3.7200833e-49 -1.8426241e-50  1.8230387e-49
    85 : -1.6821518e-27  3.0295290e-27  6.4403456e-28
    86 :  7.9640959e-23  1.0673579e-22 -8.3527509e-23
    87 : -1.1489464e-01 -2.1178979e-01 -3.3469709e-01
    88 :  1.6111884e-09  2.1320205e-08 -8.2368463e-09
    89 : -3.9588804e-05  1.0165847e-05  1.0773183e-05
    90 :  3.0329190e-70 -2.1415187e-69  1.5307445e-69
    91 : -3.8144256e-30  3.2539722e-31  3.0900915e-30
    92 : -1.8381895e-40  4.0845083e-40 -1.0975022e-40
    93 :  3.2360306e-01  4.0346658e-01  2.2124524e-01
    94 :  5.3881286e-02  1.4910773e-01  5.4611642e-02
    95 :  4.6631308e-34 -1.1201817e-33  2.0160615e-33
    96 :  1.2562633e-14  2.3738121e-15 -1.8330352e-14
    97 :  1.1729814e-56 -6.1912152e-57 -2.9021729e-57
    98 :  6.5891403e-59 -8.8046517e-60 -4.7851709e-59
    99 :  8.3116432e-73  1.0956979e-72 -5.0826935e-72
   100 : -6.7724926e-07  7.7697464e-07  1.7166340e-06
   101 :  1.6398929e-17  2.4419363e-17 -2.4742748e-17
   102 :  9.2968717e-64 -7.7330324e-64  6.8256111e-64
   103 : -3.3921576e-73  1.7775550e-72 -7.1445729e-73
   104 :  2.2976828e-66 -1.2610522e-65  6.3382853e-66
   105 :  1.0300887e-09  3.0244863e-10 -1.2741385e-09
   106 : -1.1845313e-10  7.0796200e-10  2.5176345e-10
   107 : -3.5481581e-42  5.3905053e-43  8.5790025e-43
   108 :  6.5341405e-11 -1.0953872e-11 -1.3004943e-11
   109 : -1.0403801e-65 -3.3212017e-65  2.1944260e-65
   110 :  5.5214456e-15  2.0385421e-15 -2.9737301e-14
   111 : -2.6126252e-24 -8.1536373e-25  1.5642510e-24
   112 :  1.1649013e-74  5.5231112e-76 -2.4372400e-74
   113 : -1.3016049e-46  6.8325457e-47 -1.4932327e-47
   114 : -4.6838542e-13 -2.8679274e-12  1.7446377e-12
   115 :  1.3799204e-01  1.6846280e-01 -1.5294240e-03
   116 : -3.9263960e-38  1.8051937e-38  7.2889795e-39
   117 : -6.0084712e-19 -5.2084293e-19  4.9240432e-19
   118 : -1.6968703e-68  1.4601427e-68  2.0121360e-68
   119 :  1.7376057e-08 -4.7357157e-09 -4.5740432e-09
   120 :  2.6702072e-60  1.8143968e-60 -7.3388226e-60
   121 :  6.7449741e-34  1.3713146e-33 -2.8608356e-33
   122 : -4.9928384e-82 -6.3879365e-83  2.7347743e-82
   123 :  1.0916561e+00  3.8743269e-01 -3.5662064e-01
   124 :  1.4640380e-25  3.3864361e-24 -3.6754295e-24
   125 :  9.5869617e-18 -1.5891881e-17 -5.9029013e-18
   126 : -1.4252698e-01  9.0193407e-02  4.8547773e-02
   127 :  2.2270621e-01  9.5961289e-02 -1.4379545e-02
   128 : -2.0545707e-43  2.6370615e-43  1.7320090e-43
   129 : -2.3007579e-46  1.9858362e-46 -2.0018102e-46
   130 :  6.2082313e-34 -2.5175194e-34 -8.0180354e-34
   131 : -2.0515854e-43 -6.5095312e-44  3.5715033e-43
   132 :  3.0030890e-60 -5.2994352e-60  7.8383086e-60
   133 : -9.3443804e-60 -1.9624070e-59  1.4071908e-59
   134 :  3.1243768e-46  1.9056835e-46 -2.4432249e-46
   135 : -1.3478168e-83  1.8055191e-83 -2.2885788e-84
   136 :  1.1341958e-03 -3.6951942e-03 -6.1959685e-03
   137 :  1.5401715e-13 -1.9947404e-13 -1.3031298e-13
   138 : -1.3388008e-87  4.9483806e-87 -2.2614383e-87
   139 :  6.7068508e-55 -1.0017955e-54 -3.8520518e-55
   140 : -3.0411778e-07 -1.0450223e-08  1.2045586e-07
   141 : -2.7212995e-24  2.8561757e-24 -5.4404498e-25
   142 : -8.3865991e-28  4.8921394e-27 -1.9099588e-27
   143 :  1.4507509e-08 -5.6290307e-09  5.0902030e-09
   144 :  1.0268000e+00 -7.7116348e-02  3.8404873e-01
   145 :  4.8318961e-63  9.3685381e-63 -1.9095813e-62
   146 : -5.2043491e-67  1.9079137e-66 -8.0785028e-67
   147 : -1.6215844e-14 -2.1908200e-14  7.9360740e-14
   148 :  4.3800138e-71 -4.7047829e-71  5.6482755e-71
   149 :  1.7174308e-44 -7.4084690e-47 -3.5222483e-44
   150 :  2.4728690e-25 -2.0658829e-24  1.5692864e-24
   151 : -5.5738347e-90 -4.1603799e-90  1.5381810e-89
   152 : -1.5497366e-60  4.7388449e-61  3.2217965e-60
   153 : -2.7794623e-77  3.7843327e-77  1.9649012e-77
   154 :  8.8419085e-01  2.7593768e-01  1.8643259e+00
   155 : -2.7103118e-66 -9.2401940e-67  1.9063692e-66
   156 :  1.5569040e-01  3.1806836e-01  1.7225608e-01
   157 : -2.4021845e-57  8.6260994e-57 -3.7042010e-57
   158 : -1.2004994e-28  4.2983528e-28 -1.8668317e-28
   159 :  7.1090323e-05 -3.5630292e-05 -2.9974140e-05
   160 :  3.0729032e-14 -6.5549385e-15 -1.6402172e-14
   161 :  2.5568784e-10  6.8888634e-11 -1.1473069e-10
   162 :  7.2775809e-13 -2.4685323e-11  1.6375015e-11
