Number of elements 912
     0 :  3.9491562e-27  7.4628001e-27 -5.7047619e-27
     1 :  1.2480806e-16  8.7903730e-17 -1.0617250e-16
     2 :  3.0691830e+03  4.3672311e+03 -3.3721992e+03
     3 : -1.4700904e-17 -1.4591357e-17  1.4635922e-17
     4 : -1.5338344e+03  9.6011823e+02  4.7535195e+01
     5 :  5.8499848e+04  7.8694817e+03 -3.2540170e+04
     6 : -5.7866824e-42  2.2792160e-41 -8.5017854e-42
     7 :  2.1041465e-16  8.9665355e-17 -1.4996929e-16
     8 :  1.2581889e-11  2.5939442e-11 -1.9350389e-11
     9 :  1.8235449e-38  5.1819776e-38 -3.5031850e-38
    10 : -2.3433572e-12 -6.0176546e-12  4.1753087e-12
    11 : -5.1383136e-43 -2.9261035e-43  4.0316512e-43
    12 : -2.8531802e+03 -1.6833530e+04  1.0134902e+04
    13 :  2.9723984e-08  2.0137136e-08 -2.4931815e-08
    14 :  8.7982295e-23  2.0506768e-22 -1.4673854e-22
    15 :  4.5769631e-10  5.0496059e-10 -4.7646512e-10
    16 :  1.5716632e-45  4.6007205e-45 -3.0860951e-45
    17 :  8.2717337e-32  3.6582916e-31 -2.2405361e-31
    18 : -8.6222150e-14 -2.9153947e-13  1.8965385e-13
    19 : -8.8461547e-55 -4.0962120e-54  2.4902450e-54
    20 : -1.3923580e-30 -8.6739770e-31  1.1280934e-30
    21 : -3.5931109e-07 -4.0205570e-07  3.7961571e-07
    22 :  7.8678473e-08  6.0198901e-07 -3.4204510e-07
    23 :  2.8693122e-49  2.6445816e-49 -2.7561129e-49
    24 :  2.6914768e-14  1.0160432e-13 -6.4032810e-14
    25 :  2.7885294e-53  9.6863219e-53 -6.2387099e-53
    26 :  7.8347317e-13  1.6365875e-12 -1.2163652e-12
    27 :  4.5261340e-10 -8.2971380e-11 -1.8233209e-10
    28 :  5.1365693e-10  1.0148415e-09 -7.6881089e-10
    29 :  1.9193406e-14  1.8726980e-14 -1.8945895e-14
    30 : -8.6465932e-11 -7.2399667e-11  7.9328501e-11
    31 :  6.9171758e-21  1.9952020e-20 -1.3431578e-20
    32 : -3.6331803e-44 -1.5150823e-43  9.3887512e-44
    33 : -2.4961308e-07 -8.0624997e-07  5.2831132e-07
    34 : -4.0283517e-55 -7.4891844e-55  5.7586304e-55
    35 : -3.6884530e-21 -4.1400825e-21  3.9087492e-21
    36 : -1.8153952e+02 -2.8458603e+02  2.2898928e+02
    37 :  1.6315818e-04  7.5606750e-04 -4.6423232e-04
    38 :  1.3609497e-08  5.5524010e-08 -3.4402904e-08
    39 :  2.1042214e-15 -2.6272758e-14  1.2059717e-14
    40 :  2.3490189e-17  1.5482571e-17 -1.9376719e-17
    41 : -1.5268862e-11  4.4868347e-11 -1.4815480e-11
    42 : -1.3520055e-51 -1.2820196e-51  1.3173197e-51
    43 :  3.5870181e-28  4.3049945e-28 -3.9452629e-28
    44 :  2.6487771e-04  3.1223835e-04 -2.8746201e-04
    45 : -1.7715355e-21 -1.1563037e-21  1.4623069e-21
    46 :  4.9431253e-23  5.6170960e-23 -5.2802939e-23
    47 :  1.9304352e-41  2.0479417e-41 -1.9889421e-41
    48 : -4.1269647e-44 -9.4884644e-44  6.8085446e-44
    49 :  3.2558711e-10  9.9687284e-10 -6.5990225e-10
    50 :  3.2770178e-07  9.8951340e-07 -6.6289303e-07
    51 :  9.6126930e-02  1.9472271e-01 -1.4933569e-01
    52 : -2.0734068e-11  3.9158923e-11 -9.5385425e-12
    53 :  1.0373580e-41  9.3224404e-42 -9.8437152e-42
    54 :  2.8134884e-07  1.2569370e-07 -2.0284197e-07
    55 :  1.9909869e-08  4.9421639e-08 -3.4433350e-08
    56 :  3.3225498e+04  8.9762680e+04 -6.2728649e+04
    57 : -2.1305892e-11 -2.1514921e-11  2.1370501e-11
    58 :  9.0686811e+00  8.1348108e+00 -8.5717918e+00
    59 :  4.8303634e-13  3.6631965e-13 -4.2731177e-13
    60 :  6.9592742e-07  1.8033468e-06 -1.2447819e-06
    61 : -5.8362126e-01 -6.2387812e-01  5.9621264e-01
    62 :  4.2804189e-14  1.2125289e-13 -8.2237023e-14
    63 : -1.8378223e-05 -1.0887336e-04  6.4476280e-05
    64 :  2.2863761e-16  1.2880552e-16 -1.7859835e-16
    65 : -3.3712255e-18 -1.2689573e-17  8.0407132e-18
    66 : -9.9208583e-21 -2.3712062e-20  1.6803161e-20
    67 :  9.6869810e-49  2.7644739e-48 -1.8662481e-48
    68 : -3.7088472e-49 -1.2196963e-49  2.4636168e-49
    69 : -4.2156683e-49 -1.0824331e-48  7.5189810e-49
    70 :  1.8913419e-22  8.4742125e-22 -5.1805848e-22
    71 : -3.7408296e-04 -8.3147977e-04  5.9715958e-04
    72 : -2.8568171e-52 -1.0820765e-51  6.8387841e-52
    73 : -1.4610315e-05 -1.6020328e-05  1.5224985e-05
    74 :  4.6323642e-35  9.6930357e-35 -7.1646020e-35
    75 :  1.1503381e-31  7.7504088e-32 -9.6289463e-32
    76 :  4.4011957e-48 -6.5410225e-48  1.0709641e-48
    77 :  9.9518200e-35  5.0999879e-35 -7.5125045e-35
    78 : -1.3646946e-39 -9.1879852e-40  1.1417479e-39
    79 : -1.4502596e-31 -1.7273299e-31  1.5873738e-31
