Number of elements 912
     0 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     1 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     2 :  3.0076676e+00  6.8818156e+00 -2.8851279e+00
     3 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     4 : -3.1064047e+00 -1.6113972e+00  2.2313905e+00
     5 :  9.6676093e-01  3.4924605e-01 -6.5386415e-01
     6 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
     7 : -5.2071162e-29 -1.1291071e-27  5.9058914e-28
     8 :  2.5617463e-20  5.2300158e-20 -3.8971550e-20
     9 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    10 : -8.7204761e-23 -2.1801795e-22  1.5260406e-22
    11 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    12 : -2.4675632e-02 -4.1896947e-01  2.2490684e-01
    13 :  5.4570299e-15  4.0618346e-15 -4.7597361e-15
    14 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    15 :  1.4848616e-21  2.0286767e-21 -1.7567691e-21
    16 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    17 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    18 : -2.8154506e-25 -8.9267320e-25  5.8710913e-25
    19 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    20 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    21 : -9.1905114e-17 -1.0066978e-16  9.6268279e-17
    22 :  1.8305647e-16  2.5439461e-14 -1.2821883e-14
    23 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    24 :  1.8928504e-26  6.8177629e-26 -4.3553067e-26
    25 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    26 :  2.7470642e-24  5.6657197e-24 -4.2063920e-24
    27 :  3.1706348e-19  4.4253353e-19 -3.7969010e-19
    28 :  7.7570262e-18  1.4563544e-17 -1.1167560e-17
    29 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    30 : -3.6742676e-22 -3.0243568e-22  3.3493122e-22
    31 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    32 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    33 : -1.4203225e-13 -3.6379458e-13  2.5293473e-13
    34 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    35 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    36 :  5.3399227e-02  3.6498208e+00 -6.0234232e-01
    37 :  8.6601924e-10 -1.7300263e-09  4.3347436e-10
    38 :  9.3943541e-19  3.6996739e-18 -2.3184223e-18
    39 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    40 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    41 : -3.4939901e-19  1.9727893e-18 -8.1190896e-19
    42 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    43 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    44 :  3.7082606e-10  3.2678283e-10 -3.4850749e-10
    45 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    46 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    47 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    48 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    49 :  5.9951988e-18  2.0619694e-17 -1.3305214e-17
    50 :  2.0881277e-13  7.1992875e-13 -4.6511963e-13
    51 :  1.7769209e-06 -3.9867405e-05  1.8694530e-05
    52 :  1.1621667e-22  6.5639956e-22 -3.8630812e-22
    53 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    54 :  1.6152643e-14  8.4088411e-15 -1.2277061e-14
    55 :  1.4824145e-16  4.5966708e-16 -3.0377391e-16
    56 :  3.7930826e-01  1.1014794e+00 -7.5319349e-01
    57 : -1.4409061e-21 -2.1644237e-21  1.8025358e-21
    58 :  1.9087654e-06  1.6917427e-06 -1.7985516e-06
    59 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    60 :  9.6139748e-14  3.6540516e-13 -2.3055446e-13
    61 : -6.9952472e-05 -6.1131976e-05  6.5327930e-05
    62 :  1.2455572e-25  3.2273824e-25 -2.2364698e-25
    63 : -9.0417684e-11 -2.5722334e-10  1.7416075e-10
    64 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    65 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    66 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    67 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    68 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    69 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    70 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    71 : -2.0884233e-12 -3.3940615e-12  2.7363930e-12
    72 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    73 : -7.5538207e-11 -7.7292244e-11  7.6332064e-11
    74 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    75 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    76 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    77 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    78 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    79 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    80 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    81 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    82 :  9.0372561e-01  2.2956951e+00 -1.0380866e+00
    83 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    84 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    85 :  7.5684311e-04 -5.6827612e-06 -3.7049647e-04
    86 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    87 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    88 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    89 :  1.5240566e-07  2.6366161e-08 -8.9046526e-08
    90 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    91 :  2.5053509e-01 -2.2354234e-01 -6.0359716e-03
    92 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    93 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    94 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    95 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    96 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    97 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
    98 :  9.3820722e-02  1.8333519e+00 -3.7844939e-01
    99 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   100 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   101 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   102 :  2.0400894e-22  4.1588154e-22 -3.1002023e-22
   103 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   104 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   105 :  9.7670056e-21  8.8760129e-21 -9.3195918e-21
   106 : -1.4338647e-26 -1.8387734e-26  1.6363191e-26
   107 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   108 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   109 :  5.1533223e-19  7.2016355e-19 -6.1735379e-19
   110 :  2.1639366e-13  9.9527361e-13 -6.0723430e-13
   111 : -3.9002898e-26 -3.9278778e-27  2.1465388e-26
   112 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   113 :  4.5778838e-05  8.5251120e-05 -6.5859440e-05
   114 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   115 :  3.0429181e-22  6.9251875e-22 -4.9840528e-22
   116 : -2.8343419e-11 -3.9537403e-11  3.4069126e-11
   117 : -1.3443208e+00 -4.4327302e+00  2.9336830e+00
   118 : -1.5891470e+00 -2.8454657e+00  3.0399579e+00
   119 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   120 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   121 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   122 :  5.1258567e-19  9.5833141e-19 -7.3609448e-19
   123 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   124 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   125 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   126 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   127 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   128 :  9.4186563e-19  8.6254235e-19 -9.0219369e-19
   129 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   130 :  1.1835309e-03  1.6162962e-03 -1.3958877e-03
   131 : -6.2372163e-12 -3.5141700e-12  4.8725831e-12
   132 : -2.5389188e-16 -1.0376599e-15  6.4549653e-16
   133 : -7.4172631e-09 -1.5356954e-08  1.1414284e-08
   134 :  4.0413667e-17  4.0536105e-17 -4.0464242e-17
   135 : -3.9502755e-24 -1.9930619e-24  2.9721132e-24
   136 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   137 :  2.3447750e-19  2.1976151e-19 -2.2707568e-19
   138 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   139 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   140 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
   141 :  0.0000000e+00  0.0000000e+00  0.0000000e+00
