Number of elements 23380
     0 : -9.3201469e-38  2.5549763e-37 -1.5696956e-37
     1 :  2.5323048e-31 -2.5858222e-31 -1.6793731e-31
     2 : 1.5284824e-139 -1.4767157e-138 1.0476507e-138
     3 :  2.3562566e-83 -5.8421036e-83 -2.6147823e-83
     4 : 3.6569587e-138 4.1387416e-139 -1.1462357e-137
     5 : -7.4988692e-84  8.0283226e-84  1.5827522e-83
     6 : -1.4684253e-22 -1.5578409e-21  9.0935019e-22
     7 : -4.4029583e-40  1.5378123e-40 -3.6481141e-41
     8 : -3.0284264e-40  5.9325165e-40  6.0105604e-41
     9 : -7.1068876e-35  1.0657500e-34  1.0050237e-34
    10 :  7.0917100e-09 -4.0324343e-09 -1.7075638e-08
    11 :  1.8570493e-34 -5.4548182e-34 -2.9174783e-34
    12 :  5.2779284e-25  4.4672937e-22 -8.7883384e-23
    13 :  2.6957367e-28  3.9203460e-29 -3.9097063e-29
    14 : -5.3274670e-16  3.2298795e-16  6.1048472e-16
    15 :  1.7978460e-31  1.5009256e-31 -7.3794436e-32
    16 :  5.2444235e-17  1.5633944e-17 -2.3676409e-16
    17 : -2.9473835e-32  1.4591167e-31 -3.9947056e-32
    18 : -1.5350021e-56  2.8465700e-56 -1.9888629e-57
    19 :  3.4241630e-37 -3.3960664e-37  4.2500639e-37
    20 : -1.9044834e-10  1.3311852e-10 -1.8704534e-10
    21 : -1.5954307e-21  6.2736896e-22 -3.0372310e-21
    22 : -1.8196822e-122 -1.3421943e-122 4.6581871e-122
    23 :  4.7451019e-10  3.3902993e-10  1.2247957e-10
    24 : -2.6391863e-99  3.0046133e-99 -4.0453176e-99
    25 : -9.4795552e-11 -4.6939184e-11  7.5698923e-11
    26 : -1.4988527e-21  2.0962226e-21  3.6427310e-22
    27 :  7.2100098e-15 -1.4211281e-14  1.6755841e-17
    28 : -7.4538682e-02 -4.6524542e-02 -7.5748655e-02
    29 : -1.3517176e-27 -1.5994823e-28  1.8623347e-28
    30 : -5.4069131e-12  5.5114778e-12  4.5495669e-12
    31 : -4.1694405e-91 -8.2738273e-90  1.3088100e-89
    32 : -1.1741828e-23  2.6399129e-23  1.5154158e-23
    33 : -1.2760190e-14 -6.9435148e-14 -5.2377301e-14
    34 : -8.2082820e-40  9.4326066e-40 -4.0475359e-39
    35 :  9.9638571e-15 -6.7540444e-15 -6.0522237e-15
    36 :  3.9938411e-38 -1.4323022e-38  2.4971594e-39
    37 : -1.2147357e-29  1.6477435e-29 -3.5725219e-29
    38 :  9.8381738e-13 -3.3516755e-12 -3.0853050e-12
    39 :  2.9226037e-24 -5.7227055e-24  4.9864944e-24
    40 : -4.2041988e-119 -1.2042947e-118 2.2488267e-118
    41 :  1.0647372e-01  9.6201243e-02  9.1250444e-02
    42 :  4.9831366e-40  3.9124012e-40 -1.2681670e-39
    43 :  6.9776341e-13  1.8371982e-13  3.3645561e-13
    44 : -2.5513080e-06 -6.5279282e-06  2.2921917e-06
    45 :  1.8587246e-01  1.5700743e-01  1.6434134e-01
    46 :  6.0050113e-36 -1.5397160e-35  8.3950048e-37
    47 : -8.4298546e-41 -1.5554480e-39  6.4606251e-40
    48 :  2.7515511e-20 -1.1579363e-20  1.3842897e-21
    49 : -9.7178442e-02 -7.6988197e-02 -7.7949450e-02
    50 : -6.5100635e-15  3.2652905e-15 -7.3737808e-15
    51 :  4.4655174e-38 -3.2512124e-38  5.5893873e-38
    52 : -3.6007934e-02 -2.8065045e-02 -3.5615695e-02
    53 :  6.6806226e-85 -3.8518495e-85 -2.5236510e-85
    54 : -2.8706225e-41  1.6890485e-41  3.9047268e-42
    55 : -7.2987834e-25 -3.2915019e-25 -6.0682569e-25
    56 :  2.2240563e-48  7.7405441e-48 -1.8128299e-47
    57 : -1.3316920e-16 -1.1124095e-16  6.4321676e-17
    58 :  1.4370555e-13  2.6309847e-13 -7.4228796e-14
    59 :  1.0316506e-55  1.0866467e-55 -9.7323740e-56
    60 :  9.9979624e-35 -1.7836373e-34 -9.7813943e-35
    61 : -2.7036836e-39  4.5349999e-39 -5.5132502e-39
    62 : -2.4468159e-14  1.0367352e-16 -4.0650268e-15
    63 : -9.2979749e-09 -2.4743853e-08 -4.5412356e-08
    64 :  2.1921597e-10 -4.6883620e-09 -5.0075471e-09
    65 : -9.1158211e-78  3.7145095e-77 -1.5382200e-77
    66 :  1.2260813e-34  3.2771284e-34 -1.0825719e-34
    67 : -5.7596595e-02 -1.8871733e-03 -2.7365702e-02
    68 :  2.3701862e-21 -1.2651762e-21 -8.5588862e-22
    69 : -1.8228409e-16 -3.8827912e-17  1.8239480e-15
    70 : -5.9775796e-07 -9.2225567e-07  2.6468621e-06
    71 : -6.2679535e-02 -5.6566194e-02 -6.2791266e-02
    72 : -7.5620981e-53  4.2572345e-53  1.7313180e-52
    73 :  3.2569652e-46 -2.2351106e-47 -1.2963319e-45
    74 :  7.2290718e-38 -1.0569665e-38 -4.6940869e-38
    75 : -3.7134331e-16  1.1261990e-15 -3.9655845e-16
    76 : -1.0545025e-01 -7.5466712e-02 -9.4411010e-02
    77 : -3.5003354e-38 -4.4918385e-40  2.7155657e-38
    78 : -1.5491588e-31  1.1175979e-31  2.8510032e-31
    79 :  3.3576808e-23 -3.2941620e-23 -6.9014146e-23
    80 :  1.3508160e-93  3.1525808e-94 -1.8053662e-93
    81 :  5.2810694e-26 -1.2017212e-26 -1.2944366e-26
    82 :  1.0578863e-37 -3.4224185e-37  6.2108442e-37
    83 :  5.7993421e-27 -1.9398525e-27 -8.9952970e-28
    84 :  4.3630179e-47  6.1191582e-47 -8.2330447e-47
    85 :  9.6791190e-06  1.4911158e-05  8.1306208e-05
    86 : -6.8765090e-11 -1.1151053e-10  4.8927050e-11
    87 : -3.8425058e-53 -1.3205586e-52  7.7853507e-53
