Number of elements 23380
     0 : -1.6907932e-76  1.7676960e-75 -1.0402510e-75
     1 : -7.0697485e-63  1.4261802e-62 -3.5921939e-64
     2 : 1.5448230e-261 -1.1962081e-261 -1.5591925e-262
     3 : 1.4329372e-162 -2.3474745e-162 -5.5715054e-163
     4 : 3.4273124e-259 -3.7296058e-259 -3.1914421e-259
     5 : 1.5693661e-162 -4.7084773e-162 1.5032364e-162
     6 : -1.3370991e-44  1.5655112e-44  7.1823104e-45
     7 :  5.7863737e-82 -2.5311637e-83 -5.5211251e-82
     8 :  1.2874496e-85 -2.7987141e-85  1.3706984e-86
     9 : -1.6131814e-65  2.6361808e-65  7.8656687e-66
    10 : -4.2207714e-25 -3.4823288e-25  1.3121526e-24
    11 : -1.5113990e-68 -1.9392264e-69  1.2852961e-68
    12 : -8.8194944e-46  3.2378632e-46  2.3305161e-46
    13 :  1.9873912e-58 -5.4517383e-58  1.1237234e-57
    14 : -1.1716189e-33 -3.5379667e-34  5.7494098e-34
    15 :  5.6839053e-60 -4.1948863e-59  2.9173369e-59
    16 : -6.8177433e-36 -8.2146581e-36  2.5645893e-35
    17 :  7.1859710e-61  1.8292448e-60 -1.1920568e-60
    18 : 7.1055875e-110 4.9727826e-110 -5.9129758e-110
    19 :  8.7787500e-75 -7.6415690e-75  7.7361891e-75
    20 : -2.0788256e-26  1.2954785e-26 -2.1754888e-26
    21 : -2.4185138e-43  4.5042658e-44  1.4983018e-43
    22 : -3.6067011e-236 5.7036222e-237 2.4566327e-236
    23 :  1.1412153e-22 -1.2870163e-22  3.0081707e-22
    24 : 1.2929457e-191 -1.3604550e-191 1.4429692e-191
    25 :  3.9847476e-24 -1.5792960e-24 -1.3921558e-23
    26 :  1.5058281e-52  2.2657778e-52 -1.2874875e-52
    27 :  3.1107591e-35 -4.2075338e-35 -2.3876474e-35
    28 : -2.6290616e-01 -2.9925464e-01 -3.4519796e-01
    29 :  2.0105884e-58 -1.0628514e-58 -4.3302209e-59
    30 : -5.0181478e-28  9.0682659e-29  1.0334059e-28
    31 : 1.1681505e-172 3.6797664e-172 -6.1087357e-172
    32 :  3.5363607e-47 -5.3031208e-47 -2.2937048e-47
    33 : -4.8137989e-32  2.0266417e-32 -2.7553309e-32
    34 :  1.8220151e-85 -5.8993165e-87 -2.9617675e-85
    35 : -1.7140985e-33  2.2798206e-34  4.7772948e-34
    36 :  4.9283046e-83 -1.0576744e-83 -2.9099911e-83
    37 :  1.6796224e-66  2.8572693e-66 -7.7868689e-66
    38 :  3.5632285e-30 -4.3933286e-30 -5.1257187e-30
    39 :  1.4377648e-59  2.9993566e-59 -1.5898967e-59
    40 : -2.3850620e-229 9.1175599e-229 -4.3363995e-229
    41 :  1.4558067e-12 -6.4626855e-13 -2.1260882e-14
    42 :  3.2975596e-78 -1.8557969e-78 -4.9222651e-78
    43 : -2.8938547e-37  1.0333901e-37 -4.3116775e-37
    44 :  2.7154334e-20 -2.2211159e-18  9.8917241e-19
    45 :  1.8253820e-10 -5.3859644e-10  2.0587640e-10
    46 : -5.5478788e-81  3.1732762e-81 -8.3241905e-81
    47 : -1.3615195e-88 -8.5146138e-89  1.0136533e-88
    48 : -9.0242624e-43 -6.7668656e-43  2.6422009e-42
    49 :  1.1765556e-01  3.0909578e-01  2.2204362e-01
    50 : -7.2275179e-34 -4.1025209e-33  9.8876698e-34
    51 : -5.0028158e-78  7.0236347e-78 -9.5880474e-78
    52 :  9.1188913e-02  4.5754838e-01  3.1958618e-01
    53 : 5.6325656e-146 1.2973159e-146 -8.4996265e-146
    54 : -2.6159277e-82  1.6894043e-82  4.2078290e-83
    55 : -7.8259679e-61  9.4436586e-61 -1.8108696e-60
    56 : 1.4298413e-101 3.8899593e-101 -1.0824797e-100
    57 : -1.5094013e-36  2.6783089e-36 -3.5777811e-37
    58 :  9.3634830e-39 -4.3348432e-38  2.3190850e-38
    59 : 4.9892721e-122 3.8031965e-121 -2.1235430e-121
    60 : -5.8783186e-72  2.9029385e-71 -1.6799124e-71
    61 :  4.2537820e-77 -3.1501858e-77  2.2908017e-77
    62 : -6.7998728e-34 -9.4068617e-34  2.8219089e-33
    63 : -4.6249234e-21 -1.9738252e-20  2.1787833e-20
    64 :  4.9489698e-21 -3.7451697e-22 -1.3101510e-20
    65 : 5.8322128e-130 -1.3404955e-129 3.7843290e-130
    66 :  1.4081353e-64  9.3117758e-65 -1.1062132e-64
    67 :  4.3359975e-01  3.6680974e-01  4.2408727e-01
    68 : -1.3831547e-43  4.9122464e-44  3.5568196e-44
    69 :  9.4697912e-34  1.0682494e-33 -3.8678341e-33
    70 :  2.5633391e-16  3.5016991e-16 -2.5626347e-17
    71 :  2.1462452e-01  2.3074299e-01  2.3330403e-01
    72 : 3.8103019e-103 -4.1186797e-103 -3.7607191e-103
    73 :  1.1371487e-89  7.7382330e-90 -3.1814316e-89
    74 : -2.2572833e-73  1.0798278e-73 -1.2263721e-74
    75 :  1.4437446e-34 -7.5952573e-34  3.4354708e-34
    76 :  7.1664562e-01  4.8069703e-01  3.3599833e-01
    77 : -5.1448187e-77 -1.2871038e-77  2.9195765e-77
    78 :  7.3073158e-65 -1.5469475e-63  1.3857428e-63
    79 :  8.9338324e-49 -2.1053572e-48  1.2380640e-49
    80 : 1.4985139e-181 1.7166439e-182 -1.8262746e-181
    81 : -3.0584604e-64  1.2390543e-64  9.5281044e-65
    82 :  3.4993077e-72 -5.9535427e-72  8.5302784e-72
    83 :  4.4656611e-56 -5.6372673e-56  3.5249270e-57
    84 : -1.8206601e-94  3.6320261e-94 -1.0936718e-94
    85 :  1.7135896e-14 -1.9132974e-14 -1.0291577e-13
    86 :  2.1701609e-27  8.3043091e-28 -7.4551249e-28
    87 : -1.5441262e-106 3.5339224e-106 -9.8951218e-107
    88 : 2.7079735e-102 9.3679131e-103 -4.6926562e-102
    89 : -4.4297187e-34  2.7036248e-34 -1.1392155e-34
    90 :  1.5895437e-16 -2.2782100e-14 -9.9509205e-15
    91 : -3.5487970e-27 -3.1569253e-27  2.3078090e-27
    92 :  9.7967109e-57  1.7329046e-56 -5.0146777e-56
    93 :  4.7494262e-55 -2.3890495e-54  1.1872657e-54
    94 :  6.5574654e-27  9.1559061e-27 -3.7856979e-26
    95 : -1.7787715e-39 -1.0564434e-38  4.3458056e-39
    96 : -1.8547144e-42  4.9124747e-42 -8.0857470e-43
    97 : -2.1449387e-55 -6.7544289e-57  1.9264804e-55
    98 :  2.0908364e-60 -1.0298782e-60 -1.1163700e-60
    99 : 7.8798599e-119 -1.3045968e-118 2.7982937e-119
   100 : -1.9671335e-165 3.2057672e-165 1.4737509e-165
   101 :  1.4403656e-19 -8.4167566e-19  2.8746673e-19
   102 : -1.8487234e-88 -1.3872502e-88  4.7070683e-88
   103 : -2.0673407e-90  1.6776124e-90  2.7676309e-90
   104 : -2.2929651e-26  8.5389595e-27  5.5219969e-27
   105 : 2.3866879e-108 -2.4100578e-108 2.5500388e-108
   106 : 1.5999512e-218 -1.9309868e-218 2.2767889e-218
   107 :  1.2957444e-49 -2.5082588e-50 -3.7914113e-50
   108 : -3.4328442e-196 4.0798957e-198 3.8184387e-196
   109 :  4.3571167e-29  3.2442242e-29 -1.1962226e-29
   110 : -5.3500568e-156 -1.3855762e-155 9.4851651e-156
   111 :  4.7487697e-38 -1.7202928e-37  7.1019557e-39
   112 : -2.7687196e-04  1.0608568e-03 -3.0062644e-03
   113 :  1.0735209e-36  7.8744507e-37 -2.7365296e-36
   114 : -7.7582201e-215 3.3982083e-215 9.7899617e-216
   115 :  9.1350021e-44 -6.5053688e-44 -1.4315679e-43
   116 :  1.4873481e-42 -1.5974759e-41  1.2288420e-41
   117 : -6.3055533e-206 -1.7038644e-206 3.9862143e-206
   118 : 5.2983727e-235 -6.1465922e-235 4.2881385e-236
   119 : -2.6780371e-91 -7.0910209e-92  4.8402312e-91
   120 :  1.1715155e-80 -9.9047705e-81  9.7780527e-81
   121 : 5.6467128e-224 -1.8971522e-224 -1.7845765e-224
   122 :  9.5155482e-44  3.3928722e-44 -2.6028211e-44
   123 : -2.2813325e-233 -2.5457124e-232 1.3816643e-232
   124 : 1.1005205e-210 -6.8510930e-211 2.7719018e-211
   125 : -2.2473537e-25 -1.4212354e-24  5.1301383e-25
   126 :  4.5329101e-41  1.2629481e-41 -4.5613949e-41
   127 : -3.9470106e-81 -2.5190430e-81  1.0218417e-80
   128 : -5.6374087e-27  2.8197327e-26 -9.4043184e-27
   129 : -2.9521028e-54  1.6591135e-54  6.6509895e-55
   130 : -1.1214094e-174 7.9566095e-175 -4.8119711e-175
   131 : -3.4384506e-277 8.1380631e-278 6.0739748e-277
   132 :  4.9242238e-99 -8.3329466e-99  5.4741494e-99
   133 :  2.2260166e-01  2.6369868e-01  2.3629266e-01
   134 : -2.5361011e-99  2.0132843e-99 -1.6755678e-99
   135 : -1.1779069e-16  1.9109500e-15 -4.8080389e-15
   136 :  2.4409050e-01  2.9197096e-01  1.9210483e-01
   137 :  1.1920268e-37  7.4603277e-38 -5.5368521e-38
   138 :  2.7954582e-69 -4.2612786e-69 -2.9954624e-69
   139 : 1.4355648e-169 -8.4673953e-170 -2.8508225e-170
   140 : -3.0849819e-59  1.4713393e-59 -4.2237321e-61
   141 : -1.4365735e-28 -1.2245694e-28  7.0214373e-29
   142 : -3.2337563e-194 6.5729979e-194 -1.6671035e-194
   143 :  8.8213830e-41  2.9960323e-40 -7.2410724e-40
   144 : 3.4266378e-236 1.5419575e-236 -6.7497528e-236
   145 : -3.3604895e-37  1.4635528e-37  2.7548823e-37
   146 : -5.1821315e-38 -1.9958689e-36  1.7393008e-36
   147 : 3.8190433e-239 -2.8766760e-238 5.3821063e-238
   148 : -6.3598547e-117 1.7839022e-116 -5.4418823e-117
   149 : 4.4252241e-150 -1.2359598e-150 -1.5583720e-150
   150 : -3.4976187e-57 -7.4886889e-57  5.2766532e-57
   151 : -4.0974669e-81  6.1668678e-82  2.8559378e-81
   152 :  7.3639228e-38 -1.6161119e-37  2.4774025e-38
   153 : -6.9927088e-116 1.2869092e-116 4.4053217e-116
   154 : -5.1528578e-109 -6.5523065e-109 1.6946940e-108
   155 : -4.0129422e-36  1.7548356e-35 -6.4731882e-36
   156 : -6.1656071e-36  1.4470155e-36 -1.1778683e-36
   157 :  1.5384970e-19 -6.9329248e-19  2.7371599e-19
   158 :  2.7196092e-31  3.2807137e-30 -3.9183247e-30
   159 : -3.5440441e-158 -2.5754870e-157 1.4547270e-157
   160 : -1.1592590e-57  6.3794138e-58  6.5590945e-58
   161 :  3.2349310e-11  1.9795030e-11 -9.7824750e-12
   162 : -6.0234728e-41 -1.1173456e-40  2.3636735e-40
   163 : 2.8648858e-193 3.6560898e-195 -1.4411826e-193
   164 : -8.6672298e-60  5.4803322e-60  1.2775647e-60
   165 : -4.3390159e-98 -9.3840973e-98  6.6413980e-98
   166 : -4.9440756e-47  1.0418749e-46  6.1568420e-48
   167 : -8.4186228e-67  4.1154508e-66 -1.5085139e-66
   168 :  3.4485145e-34 -1.9124471e-34  1.3554144e-34
   169 : 1.7467405e-223 -3.0168305e-223 -4.9600460e-224
   170 :  7.8872250e-62  5.0133330e-62 -6.1035678e-62
   171 : -1.8019188e-49 -2.8238142e-49  8.1280919e-49
   172 :  6.4998408e-49 -4.3931190e-49 -1.3980936e-48
   173 :  9.7543444e-72 -2.5156299e-71  1.7131438e-72
   174 :  6.1147395e-07 -1.0066627e-06 -1.0068676e-06
   175 : -2.4624701e-82  2.2132380e-82  2.8799318e-82
   176 : 1.7969439e-150 -5.8433409e-150 2.2450888e-150
   177 :  4.4804162e-49  1.9285868e-48 -3.3469330e-48
   178 : -1.9149292e-37  4.4124840e-37  7.0892549e-38
   179 : -1.4428615e-52  1.9420747e-52 -2.1753017e-53
   180 :  3.6162834e-62  1.4134097e-61 -2.1811002e-61
   181 :  2.9197252e-89 -2.1719618e-89  1.6575919e-89
   182 :  5.5280180e-37  8.1930262e-37 -1.3087810e-36
   183 : -1.6270448e-46  8.3820324e-47 -1.7778719e-47
   184 :  4.6937484e-67 -8.5761052e-66  3.8086428e-66
   185 :  3.3959104e-46 -3.7671954e-46  1.7864883e-47
   186 : 1.2317796e-147 3.2438788e-147 -7.8005558e-147
   187 : -7.7260226e-34 -5.9607925e-34  3.9933539e-34
   188 : -5.6513783e-190 1.0695968e-189 -2.5186458e-190
   189 : -2.6107000e-43 -3.3450433e-43  1.0406022e-42
   190 : -1.3887354e-199 2.3086993e-200 9.2520167e-200
   191 : -1.0760314e-210 1.0023623e-210 3.6732113e-212
   192 :  1.4087613e-75 -1.6468049e-75 -1.3125707e-75
   193 :  1.1368462e-01  2.2856869e-01  1.2619637e-01
   194 : 6.5439351e-191 -2.3091257e-191 -2.5969076e-191
   195 : -2.9359362e-164 9.4176776e-165 1.0311631e-164
   196 : 9.1598805e-108 5.5721990e-108 -7.1847844e-108
   197 :  1.0913728e-14 -2.4599926e-14  9.6667285e-15
   198 : -9.6152864e-103 4.7030995e-102 -2.9973227e-102
   199 : -8.8227686e-47  5.4289419e-47  1.2738430e-46
   200 :  7.4068024e-18  9.2376087e-18 -1.7155117e-18
   201 : -1.4704058e-61  5.2166429e-64  1.6025261e-61
   202 :  1.2685482e-23 -1.1243115e-23  7.7661803e-24
   203 : -2.0711297e-84  1.2825058e-84  2.1393995e-84
   204 :  2.6597381e-33  6.0861579e-34 -1.3637596e-33
   205 : -8.5479215e-30  1.1838868e-29 -2.5019240e-29
   206 : -3.0164470e-04 -2.1826907e-04  9.6468547e-05
   207 :  6.0121606e-68 -6.4670852e-68 -1.4581054e-69
   208 : -7.5299450e-133 9.0263074e-133 2.5986662e-133
   209 :  2.0672333e-32  3.9109702e-32  5.9704742e-33
   210 : 5.7867186e-100 -1.6346415e-100 -2.4939151e-100
   211 :  8.4700738e-15 -6.7206972e-15  1.3661604e-14
   212 : 1.2215549e-255 -6.8461063e-256 1.5250131e-256
   213 : 1.6247431e-249 -2.6651230e-251 -3.2471779e-249
   214 : -4.6000547e-64 -4.6632745e-64  1.4131558e-63
   215 : -1.0025045e-99 -2.8598110e-100 6.2686828e-100
   216 :  1.8420760e-60 -5.3110017e-61 -7.1463130e-61
   217 : -3.6482187e-49 -1.0063965e-48  2.4572851e-48
   218 : -1.0018561e-165 -5.0028666e-166 7.4320230e-166
   219 :  2.2581508e-34  1.0665317e-34 -1.0367435e-34
   220 : -4.9986637e-196 3.6566905e-196 -2.3569668e-196
   221 :  2.5015490e-99 4.2580536e-100 -5.4496526e-99
   222 :  6.8288751e-34 -1.5510608e-33 -2.5126795e-34
   223 : -6.8577507e-170 1.0843570e-169 -1.5068985e-169
   224 :  5.8503957e-20 -5.7440734e-20  6.1435179e-21
   225 :  2.0422167e-23 -1.1568370e-22 -5.0883011e-23
   226 : -4.2046137e-83  7.5593238e-84  2.5575046e-83
   227 : -2.3714333e-33  5.6303436e-34  6.6065925e-34
   228 : -2.8062506e-274 6.1975643e-273 -1.2140346e-272
   229 :  3.6172417e-39  1.5323981e-39 -2.1611943e-39
   230 : 5.6242732e-142 -7.9076099e-141 3.5845908e-141
   231 : 5.0371774e-103 -2.4245298e-102 1.5437322e-102
   232 : 4.5837613e-133 3.8359417e-133 -4.2068707e-133
   233 : -6.7689324e-56  9.7254843e-56 -1.6095356e-56
   234 : -8.6499414e-19  1.2808011e-19  3.9003207e-19
   235 : -3.4222966e-256 6.2979678e-256 -1.4368972e-256
   236 : -4.7959430e-49  1.3454552e-49  1.5672856e-49
   237 : -1.4101057e-05  2.3783563e-05  1.5364729e-05
   238 :  3.4112916e-32 -3.4665058e-33 -3.8609814e-33
   239 :  1.1378059e-69  1.7550184e-70 -1.5253728e-69
   240 : -1.9637078e-37  6.2992664e-37  3.5395316e-38
   241 :  4.2122361e-44 -2.1131941e-43  1.2577915e-43
   242 : -2.1817103e-196 -2.2245431e-196 2.1836936e-196
   243 : -8.2579617e-58  5.7098947e-58 -1.8893849e-58
   244 : -1.4998949e-23  2.1591664e-24  4.9477548e-24
   245 : -2.3678555e-33  6.7860726e-33  1.2691522e-32
   246 :  3.8906805e-21  1.3658727e-19 -6.1434519e-20
   247 : -7.7425753e-02 -9.0168528e-02 -3.2266374e-02
   248 : 4.0028435e-100 -2.3386631e-100 -5.8435021e-100
   249 : -1.1727437e-239 2.4617123e-240 6.7979562e-240
   250 : 3.3174938e-219 -9.8853070e-219 3.2210436e-219
   251 :  6.0621841e-31 -1.2513468e-30  3.2424210e-30
   252 : 5.1470628e-112 -2.6029047e-111 1.5682470e-111
   253 :  5.3267223e-05 -2.4688039e-04  9.7582349e-05
   254 : -1.8276699e-106 1.0246284e-106 -3.0187399e-107
   255 : -4.8360664e-12  1.9686091e-11 -7.3522992e-12
   256 :  1.0487534e-44 -5.9611868e-44  1.9429550e-44
   257 : -2.0123829e-39 -2.5839001e-39  1.5537729e-39
   258 :  9.7680674e-53 -2.6659278e-52  6.5756085e-53
   259 : -8.9597212e-90 -2.2093063e-86  1.5891435e-86
   260 : -5.6520348e-28 -2.8894037e-28  1.5153423e-28
   261 : -1.4776398e-21 -2.8166148e-22  5.5754004e-22
   262 : 4.3957499e-182 -1.8343474e-181 6.9239572e-182
   263 :  2.3918351e-59  1.8714716e-59 -1.8683936e-59
   264 : 1.2183802e-200 -1.9082418e-201 -8.3548355e-201
   265 : -2.4246909e-48  4.1112903e-48  1.3667595e-48
   266 : 7.7030198e-229 -1.4780049e-228 -6.5428009e-230
   267 :  3.2832222e-44  7.1363240e-44 -4.4067489e-44
   268 : 2.5898315e-155 2.4856223e-155 -7.4938874e-155
   269 : 8.0353085e-133 -5.1407561e-133 2.3594794e-133
   270 : 9.0492240e-231 -1.4540363e-231 -3.7889987e-231
   271 : -6.6555115e-139 4.6702113e-139 1.0226224e-139
   272 : -9.1885735e-248 2.8113817e-247 -9.4411795e-248
   273 :  4.0293905e-85 -2.3820196e-85  1.5857409e-85
   274 : 2.5921559e-213 8.2297799e-213 -1.1538903e-212
   275 : -6.8729155e-31 -9.6673244e-31  5.1311066e-31
   276 :  9.9870739e-32 -8.2242867e-32 -2.9480912e-33
   277 : -7.8121343e-50 -6.6039691e-52  7.3466910e-50
   278 : -4.2332750e-10  3.5841256e-10 -7.8877635e-10
   279 :  6.4186006e-33  7.7275380e-33 -5.2706962e-33
   280 : -4.5165422e-21  3.6943599e-21 -8.3529611e-21
   281 : -4.6796354e-139 4.3206754e-139 -1.9093374e-139
   282 : 3.9434415e-119 9.0022215e-120 -2.3895033e-119
   283 : 2.1711852e-143 -2.0533673e-143 -5.7864494e-145
   284 : -9.7142282e-28  1.7943115e-27  1.5105209e-27
   285 :  2.0670036e-84 -1.0459950e-84  5.7104990e-85
   286 : -1.2178943e-231 -5.3194811e-232 2.2821415e-231
   287 : 4.3440600e-152 -2.9552859e-152 -6.4252516e-152
   288 :  1.1546913e-30 -3.2242463e-31 -1.2988525e-30
   289 :  5.3318554e-05 -1.1081857e-04  5.0774206e-05
   290 : 1.8134078e-119 -4.5786879e-120 -9.9727412e-120
   291 : -2.0135724e-02  1.1322940e-01  4.1767414e-02
   292 :  7.2528053e-22 -3.3037769e-22  4.1348708e-22
   293 :  2.6230100e-54 -1.1801572e-53  6.4610073e-54
   294 :  3.5431692e-13  1.5283660e-12  1.9432292e-12
   295 :  2.2496704e-41 -1.2627884e-41  1.2598987e-41
   296 : -2.9960877e-294 4.4675537e-294 -5.9454247e-294
   297 : -6.7948084e-182 3.9078137e-181 -2.3538428e-181
   298 : -3.4351123e-08 -2.4276640e-08 -1.5589436e-08
