Number of elements 23380
     0 :  1.9010464e-46 -6.8675844e-46  2.4213205e-46
     1 :  1.2930726e-39  1.1883453e-39  2.3013889e-39
     2 : 2.6784846e-167 -8.1437266e-167 3.9380831e-167
     3 : 2.5414683e-101 -4.7235798e-101 -2.0107791e-101
     4 : 4.9875726e-166 -2.3095458e-166 -9.7536519e-166
     5 : 2.7523612e-103 -2.1049132e-101 2.2084217e-101
     6 : -7.1649754e-28  7.7540073e-28  1.1209769e-27
     7 : -1.0197117e-49  2.5532797e-50  7.0542742e-50
     8 :  2.3314239e-52 -6.2408990e-52 -7.9574150e-53
     9 : -6.6060774e-42  9.5206136e-42  7.5653027e-42
    10 : -2.2801112e-13 -6.8836507e-14  6.4962160e-13
    11 : -1.8838660e-42  1.2869671e-42  6.2670084e-43
    12 : -6.4335267e-29  1.1872385e-28 -4.5372445e-29
    13 : -1.1439925e-36 -3.0990257e-36  3.6529359e-36
    14 :  1.4309572e-20  9.2614849e-21 -3.9305265e-21
    15 : -5.8988711e-38  8.4433939e-38  1.2141274e-37
    16 :  3.1702977e-22  3.7930869e-22 -1.0559521e-21
    17 : -1.4684946e-38  3.8973700e-38 -1.0045079e-38
    18 :  2.2087332e-69 -3.3492160e-69  3.0310822e-70
    19 : -6.6127786e-46  3.5930442e-46 -7.7052366e-46
    20 :  2.5470409e-15 -2.5450533e-16  2.2272283e-15
    21 : -1.0908457e-26  3.7332222e-27  2.4251711e-27
    22 : -1.0495037e-147 -4.6530468e-148 1.9900940e-147
    23 : -9.5139299e-14  8.7380605e-14 -2.2747648e-13
    24 : -2.2275266e-119 2.5854301e-119 -3.2625348e-119
    25 : -9.8727873e-15  7.5350433e-15  3.2650957e-14
    26 : -1.1023375e-30  4.4326191e-30  1.8882340e-32
    27 : -9.2289422e-22  4.0122053e-21 -4.5715560e-21
    28 : -8.9974470e-02 -1.2041357e-01 -1.1148783e-01
    29 : -1.8711475e-35  1.6486473e-35  1.0609151e-35
    30 :  1.8286358e-16 -2.5207723e-17  3.5784261e-17
    31 : -6.8867230e-108 7.2420295e-109 1.5777096e-107
    32 :  1.6455528e-29 -2.6749649e-29 -9.6947948e-30
    33 :  4.6001622e-19 -4.4095830e-19  7.9450016e-19
    34 :  2.9510392e-51  5.2151221e-52 -3.6965184e-51
    35 : -2.4945742e-20  2.6648543e-20  2.3923932e-20
    36 :  1.3182348e-49 -3.1695339e-50 -9.3149962e-50
    37 :  4.7303534e-40 -4.2357319e-40  1.1037343e-39
    38 : -1.5162911e-19  7.1184999e-18  5.2991405e-18
    39 :  4.0036076e-35 -3.1788690e-34  1.6583543e-34
    40 : -1.4547184e-142 8.4597886e-143 2.2396453e-142
    41 : -6.3407092e-04  1.7057724e-04 -4.6469511e-04
    42 :  1.7494766e-48 -1.0823538e-47  5.7569916e-48
    43 :  3.2777134e-20 -2.8295837e-20  6.3025584e-21
    44 :  5.7778204e-10 -1.0848982e-10 -2.8112584e-10
    45 :  7.4806900e-04 -2.8832626e-03  1.0770744e-03
    46 :  1.9587095e-47 -4.4350740e-47  3.6832297e-48
    47 :  6.9257926e-53 -1.2134666e-52  2.0796977e-52
    48 :  6.5436206e-26 -2.1662508e-26  9.2847775e-27
    49 :  6.4367550e-02  4.6611936e-02  5.2612177e-02
    50 : -4.1424655e-20 -1.2407469e-20 -4.0569363e-20
    51 :  4.5215601e-48 -3.1288844e-48  3.4379402e-48
    52 : -1.5887287e-01 -1.9081506e-01 -1.7684060e-01
    53 : -2.2456752e-98  4.4878079e-99  1.9814056e-98
    54 :  7.7506219e-51  3.8853716e-52 -3.6427153e-51
    55 : -3.2798164e-35 -6.5719706e-36 -2.4090059e-35
    56 : -5.4314606e-62 -4.2557503e-61  9.2049232e-61
    57 :  5.6512987e-23 -1.7840961e-22  7.9658538e-23
    58 :  8.8317313e-21  3.0506810e-21 -4.7783612e-21
    59 : -2.2451148e-70 -3.3421029e-70  2.3443588e-70
    60 : -2.3489127e-44  1.0816101e-43  3.7703331e-44
    61 : -2.0342372e-47  2.1830109e-47 -3.5187049e-47
    62 :  1.2297120e-20  1.3710023e-21 -2.2304689e-20
    63 : -6.3079120e-12 -1.1267032e-11  2.8146091e-12
